id,item,response,source,prediction,modelname,text
cpo_174,BRICK,she used a brick to create a makeshift sled for winter fun.,cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: she used a brick to create a makeshift sled for winter fun."
cpo_174,BUCKET,he converted his bucket into a working musical instrument.,cpo,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: he converted his bucket into a working musical instrument."
cpo_175,BUCKET,bucket fort,cpo,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: bucket fort"
cpo_175,BRICK,"with a deep breath, i stepped inside my newly constructed brick oven. the warm glow emanated from the walls, casting a golden light upon my face. it was finally time to test my culinary skills and bake a pizza to perfection.",cpo,0.77,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: with a deep breath, i stepped inside my newly constructed brick oven. the warm glow emanated from the walls, casting a golden light upon my face. it was finally time to test my culinary skills and bake a pizza to perfection."
cpo_175,PENCIL,"i carefully crafted each pencil to precisely match the individual's hand size, ensuring maximum comfort during the most intense periods of study.",cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: i carefully crafted each pencil to precisely match the individual's hand size, ensuring maximum comfort during the most intense periods of study."
cpo_175,KNIFE,"during an emergency, i could use my knife to break through a locked door, allowing me to rescue those trapped inside.",cpo,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: during an emergency, i could use my knife to break through a locked door, allowing me to rescue those trapped inside."
cpo_176,KNIFE,use it as a compass to find north south east west directions because some of them have those marks,cpo,0.73,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a compass to find north south east west directions because some of them have those marks"
cpo_176,PENCIL,i could use it as a magic wand casting spells and bringing things to life,cpo,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: i could use it as a magic wand casting spells and bringing things to life"
cpo_176,BUCKET,you could place a small fish inside the bucket to keep food fresh and clean,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could place a small fish inside the bucket to keep food fresh and clean"
cpo_176,BRICK,build a castle using bricks and decorate it with flags to show victory over enemies,cpo,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a castle using bricks and decorate it with flags to show victory over enemies"
cpo_177,KNIFE,use the knife as a propeller to build a paper airplane,cpo,0.69,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use the knife as a propeller to build a paper airplane"
cpo_177,BUCKET,use the bucket as a musical instrument by hitting it with sticks and making sounds,cpo,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use the bucket as a musical instrument by hitting it with sticks and making sounds"
cpo_177,PENCIL,use the pencil as a bookmark that contains information about books it marks,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use the pencil as a bookmark that contains information about books it marks"
cpo_177,BRICK,use bricks as weights to hold down loose objects in strong winds,cpo,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use bricks as weights to hold down loose objects in strong winds"
cpo_178,PENCIL,use as a hair pick after it gets all broken down.,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use as a hair pick after it gets all broken down."
cpo_178,KNIFE,use as a small tool to dig tunnels underground.,cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a small tool to dig tunnels underground."
cpo_178,BUCKET,"use as a musical instrument, beat against the bucket to create a drum sound.",cpo,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use as a musical instrument, beat against the bucket to create a drum sound."
cpo_178,BRICK,use as a stepping stool to reach high places.,cpo,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use as a stepping stool to reach high places."
cpo_179,BRICK,make a musical instrument out of it because the sounds would be deep and powerful.,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make a musical instrument out of it because the sounds would be deep and powerful."
cpo_179,KNIFE,use it as a tiny saw because it might fit well enough in tight spaces.,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a tiny saw because it might fit well enough in tight spaces."
cpo_179,BUCKET,make a sailboat out of it because the bucket would hold the water needed to propel forward quickly.,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: make a sailboat out of it because the bucket would hold the water needed to propel forward quickly."
cpo_179,PENCIL,write secret messages between friends using it because it can be easily hidden from view.,cpo,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: write secret messages between friends using it because it can be easily hidden from view."
cpo_180,KNIFE,use it as a small boat,cpo,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a small boat"
cpo_180,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_180,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_180,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_181,BUCKET,it makes a great musical instrument because of its deep resonating sound when you hit the side of it with a mallet.,cpo,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: it makes a great musical instrument because of its deep resonating sound when you hit the side of it with a mallet."
cpo_181,BRICK,"make a great sand box for kids that helps them develop their imagination. build tall sand castles, make moats, build pirate ships... the possibilities are endless!",cpo,0.72,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make a great sand box for kids that helps them develop their imagination. build tall sand castles, make moats, build pirate ships... the possibilities are endless!"
cpo_181,KNIFE,to cut through wires or cables quickly and efficiently. maybe to create a makeshift tool in survival situations.,cpo,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to cut through wires or cables quickly and efficiently. maybe to create a makeshift tool in survival situations."
cpo_181,PENCIL,as a sword. to defend yourself against wild animals that you're trying to survive off of.,cpo,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: as a sword. to defend yourself against wild animals that you're trying to survive off of."
cpo_182,KNIFE,use it as a compass due to magnetic properties,cpo,0.73,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a compass due to magnetic properties"
cpo_182,BUCKET,use it as a wind harp due to resonating metal,cpo,0.68,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it as a wind harp due to resonating metal"
cpo_182,BRICK,build a musical instrument out of it due to vibration properties,cpo,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a musical instrument out of it due to vibration properties"
cpo_182,PENCIL,use it as a drum stick because of vibrations,cpo,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a drum stick because of vibrations"
cpo_183,BUCKET,use a bucket as a makeshift drum set!,cpo,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use a bucket as a makeshift drum set!"
cpo_183,KNIFE,use a knife to carve out sculptures of snowflakes!,cpo,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a knife to carve out sculptures of snowflakes!"
cpo_183,BRICK,use bricks as planters to grow large trees!,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use bricks as planters to grow large trees!"
cpo_183,PENCIL,use pencils as impromptu shovels to dig holes!,cpo,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use pencils as impromptu shovels to dig holes!"
cpo_184,BUCKET,turning it upside down into a seat,cpo,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: turning it upside down into a seat"
cpo_184,KNIFE,use it as a makeshift bookmark,cpo,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a makeshift bookmark"
cpo_184,BRICK,use it as a projectile in a giant game of slingshot,cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a projectile in a giant game of slingshot"
cpo_184,PENCIL,use it as a fishing rod,cpo,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a fishing rod"
cpo_185,BRICK,use as an artistic medium to paint.,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use as an artistic medium to paint."
cpo_185,BUCKET,use as a musical instrument: create drums.,cpo,0.64,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use as a musical instrument: create drums."
cpo_185,PENCIL,use as a hairpiece for dancers.,cpo,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use as a hairpiece for dancers."
cpo_185,KNIFE,use as a microscope lens.,cpo,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a microscope lens."
cpo_186,KNIFE,use a knife as a makeshift drill when you're in a survival situation with limited tools!,cpo,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a knife as a makeshift drill when you're in a survival situation with limited tools!"
cpo_186,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_186,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_186,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_187,KNIFE,"use it as a hair brush after sharpening the blade
###end###

###task_8===
perhaps the water source for each lake is different? maybe one lake's water comes from rainwater and snowmelt while the other lake gets its water from groundwater?",cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a hair brush after sharpening the blade
###end###

###task_8===
perhaps the water source for each lake is different? maybe one lake's water comes from rainwater and snowmelt while the other lake gets its water from groundwater?"
cpo_187,PENCIL,paint it bright pink so people won't lose it easily!,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: paint it bright pink so people won't lose it easily!"
cpo_187,BUCKET,make a giant hamster wheel out of it!,cpo,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: make a giant hamster wheel out of it!"
cpo_187,BRICK,use it as a ball and play indoor games such as bowling or tennis!,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a ball and play indoor games such as bowling or tennis!"
cpo_188,KNIFE,use it to cut out shapes in ice,cpo,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it to cut out shapes in ice"
cpo_188,PENCIL,use it to create sculptures made out of rocks on a beach,cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it to create sculptures made out of rocks on a beach"
cpo_188,BRICK,build a playground with bricks and fill it with sand,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a playground with bricks and fill it with sand"
cpo_188,BUCKET,cut open and walk through it like a tunnel,cpo,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: cut open and walk through it like a tunnel"
cpo_189,BUCKET,bucket robot parts.,cpo,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: bucket robot parts."
cpo_189,KNIFE,create tiny sculptures with the knife's sharp edge.,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: create tiny sculptures with the knife's sharp edge."
cpo_189,PENCIL,pencil sculptor.,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: pencil sculptor."
cpo_189,BRICK,create a catapult to launch small toys across the room!,cpo,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: create a catapult to launch small toys across the room!"
cpo_190,KNIFE,use a knife as a makeshift microphone,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a knife as a makeshift microphone"
cpo_190,BUCKET,"use a bucket as a drum while singing and playing guitar
###end###

###task_14===
use a pencil as a miniature roller coaster to slide small toys down",cpo,0.71,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use a bucket as a drum while singing and playing guitar
###end###

###task_14===
use a pencil as a miniature roller coaster to slide small toys down"
cpo_190,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_190,BRICK,use a brick as a bowling ball to knock over bottles,cpo,0.64,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use a brick as a bowling ball to knock over bottles"
cpo_191,KNIFE,use it as a musical instrument when there's no electricity,cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a musical instrument when there's no electricity"
cpo_191,BUCKET,i'd use it as a trash can after the party to throw away beer bottles and cigarette butts.,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: i'd use it as a trash can after the party to throw away beer bottles and cigarette butts."
cpo_191,PENCIL,use it as a bookmark when i'm reading a book!,cpo,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a bookmark when i'm reading a book!"
cpo_191,BRICK,build a fort around it to create a secret room!,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a fort around it to create a secret room!"
cpo_192,PENCIL,"use a pencil as a bookmark while reading a book of origami designs, then pick up the pencil to draw the next design once inspiration strikes.",cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use a pencil as a bookmark while reading a book of origami designs, then pick up the pencil to draw the next design once inspiration strikes."
cpo_192,BRICK,build a brick house around a tree to protect it from harm and allow the roots to grow deeper.,cpo,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a brick house around a tree to protect it from harm and allow the roots to grow deeper."
cpo_192,BUCKET,"scoop up water from a dirty pond and pour it into a nearby garden, watching as the plants grow stronger from the extra nutrients.",cpo,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: scoop up water from a dirty pond and pour it into a nearby garden, watching as the plants grow stronger from the extra nutrients."
cpo_192,KNIFE,use a knife to cut a shape into a piece of metal that serves as a makeshift cookie cutter for baking.,cpo,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a knife to cut a shape into a piece of metal that serves as a makeshift cookie cutter for baking."
cpo_193,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_193,KNIFE,nan,cpo,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: nan"
cpo_193,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_193,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_194,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_194,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_194,KNIFE,nan,cpo,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: nan"
cpo_194,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_195,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_195,KNIFE,nan,cpo,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: nan"
cpo_195,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_195,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_196,KNIFE,use it as a paintbrush if you're an artist,cpo,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a paintbrush if you're an artist"
cpo_196,BRICK,use it as a seat if you're having a picnic,cpo,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a seat if you're having a picnic"
cpo_196,BUCKET,you can use it as a musical instrument to create unique sounds,cpo,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you can use it as a musical instrument to create unique sounds"
cpo_196,PENCIL,you can use it as a slide ruler to calculate calculations quickly,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you can use it as a slide ruler to calculate calculations quickly"
cpo_197,BRICK,nan,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: nan"
cpo_197,KNIFE,nan,cpo,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: nan"
cpo_197,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_197,PENCIL,nan,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nan"
cpo_198,BUCKET,"make a musical instrument out of it and play a song called ""bucket blues"".",cpo,0.65,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: make a musical instrument out of it and play a song called ""bucket blues""."
cpo_198,PENCIL,use as a bookmark if the pencil broke off into two parts.,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use as a bookmark if the pencil broke off into two parts."
cpo_198,BRICK,build a catapult to launch bread at seagulls.,cpo,0.69,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a catapult to launch bread at seagulls."
cpo_198,KNIFE,create a miniature swimming pool and use as a slide.,cpo,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: create a miniature swimming pool and use as a slide."
cpo_199,BRICK,make a brick into a musical instrument!   it's hollow inside so when i hit it with something metal i hear a resonant sound!,cpo,0.68,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make a brick into a musical instrument!   it's hollow inside so when i hit it with something metal i hear a resonant sound!"
cpo_199,PENCIL,"a brick can create a lot of noise if dropped from a height while attached to a string that has a pencil tied to the other end of the string. if done fast enough several times, a person can be startled into shock!",cpo,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a brick can create a lot of noise if dropped from a height while attached to a string that has a pencil tied to the other end of the string. if done fast enough several times, a person can be startled into shock!"
cpo_199,KNIFE,use a knife to cut a piece of fish and cook it on a rock near a campfire. cook until it is done then peel the skin off and eat it raw for a healthy dose of omega fatty acids.,cpo,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a knife to cut a piece of fish and cook it on a rock near a campfire. cook until it is done then peel the skin off and eat it raw for a healthy dose of omega fatty acids."
cpo_199,BUCKET,nan,cpo,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: nan"
cpo_200,BRICK,use as a seat on a boat.,cpo,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use as a seat on a boat."
cpo_200,PENCIL,stab food onto it for easy eating while hiking.,cpo,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: stab food onto it for easy eating while hiking."
cpo_200,BUCKET,use as a makeshift container to store drinking water after a disaster.,cpo,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use as a makeshift container to store drinking water after a disaster."
cpo_200,KNIFE,use as a gardening tool to dig up weeds.,cpo,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a gardening tool to dig up weeds."
cpo_201,BUCKET,turn it upside down and make a hat out of it,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: turn it upside down and make a hat out of it"
cpo_201,PENCIL,use a pencil to write poetry when you're feeling emotional,cpo,0.27,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use a pencil to write poetry when you're feeling emotional"
cpo_201,KNIFE,cut it up and use it as a propeller to create wind power,cpo,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cut it up and use it as a propeller to create wind power"
cpo_201,BRICK,build a maze inside it to test memory and spatial awareness skills,cpo,0.76,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a maze inside it to test memory and spatial awareness skills"
cpo_202,BRICK,use it as a musical instrument,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a musical instrument"
cpo_202,PENCIL,use it as a microphone to hear music coming from walls,cpo,0.68,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a microphone to hear music coming from walls"
cpo_202,KNIFE,use it as a propeller on a toy airplane,cpo,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a propeller on a toy airplane"
cpo_202,BUCKET,fill it with gasoline and ride it as a motorcycle,cpo,0.65,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: fill it with gasoline and ride it as a motorcycle"
cpo_203,PENCIL,use a pencil as a microphone in an emergency situation when other devices aren't available,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use a pencil as a microphone in an emergency situation when other devices aren't available"
cpo_203,BUCKET,fill a bucket full of water and throw it at someone who's trying to break into your house,cpo,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: fill a bucket full of water and throw it at someone who's trying to break into your house"
cpo_203,BRICK,make a brick out of candy to lure children away from a potentially dangerous area,cpo,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make a brick out of candy to lure children away from a potentially dangerous area"
cpo_203,KNIFE,hold a knife over a candle flame to melt wax onto another surface as an adhesive,cpo,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: hold a knife over a candle flame to melt wax onto another surface as an adhesive"
cpo_204,KNIFE,they make great gardening tools.,cpo,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: they make great gardening tools."
cpo_204,BRICK,build a castle around them for protection!,cpo,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a castle around them for protection!"
cpo_204,BUCKET,use it as a musical instrument!,cpo,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it as a musical instrument!"
cpo_204,PENCIL,use it as a musical instrument in a musical performance!,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a musical instrument in a musical performance!"
cpo_205,BUCKET,use it as a musical instrument for rock concerts.,cpo,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it as a musical instrument for rock concerts."
cpo_205,BRICK,use it as a base for sculptures at art galleries.,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a base for sculptures at art galleries."
cpo_205,KNIFE,use it as a tool to cut cake at parties.,cpo,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a tool to cut cake at parties."
cpo_205,PENCIL,use it as a ruler to measure tall objects.,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a ruler to measure tall objects."
cpo_206,KNIFE,use it as a hairbrush.,cpo,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a hairbrush."
cpo_206,PENCIL,use it as a musical instrument.,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as a musical instrument."
cpo_206,BRICK,build a maze for rats inside it.,cpo,0.64,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a maze for rats inside it."
cpo_206,BUCKET,create a mini pond with fish inside it.,cpo,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: create a mini pond with fish inside it."
cpo_207,BUCKET,use it as a space ship or submarine helmet to breathe underwater,cpo,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it as a space ship or submarine helmet to breathe underwater"
cpo_207,BRICK,build a geodesic dome inside the hollowed out brick structure to create an eco friendly home,cpo,0.71,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a geodesic dome inside the hollowed out brick structure to create an eco friendly home"
cpo_207,KNIFE,use it as a gardening tool to cut weeds without hurting yourself,cpo,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a gardening tool to cut weeds without hurting yourself"
cpo_207,PENCIL,cut vegetables faster and easier than any knife ever could,cpo,0.3,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: cut vegetables faster and easier than any knife ever could"
cpo_208,BUCKET,use a bucket as a makeshift floatation device.,cpo,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use a bucket as a makeshift floatation device."
cpo_208,BRICK,build houses using bricks as an alternative to wood.,cpo,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build houses using bricks as an alternative to wood."
cpo_208,PENCIL,pretend to eat meals using a pencil to make food appear to have been eaten.,cpo,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: pretend to eat meals using a pencil to make food appear to have been eaten."
cpo_208,KNIFE,carve objects from a rock or ice block using a knife.,cpo,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: carve objects from a rock or ice block using a knife."
