entity_id,prompt,response,task,source,word_count
gemini_119,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of autonomous, modular pods that travel on dedicated overhead magnetic levitation tracks to bypass ground-level streets.",Design,gemini,19
gemini_119,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake may have a significantly lower albedo due to dark bottom sediments, allowing it to absorb and retain more thermal energy from the sun.",SCTT-Hypothesis,gemini,26
gemini_119,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,To what extent can the robot’s decision-making process be influenced by synthetic emotional biases analogous to human endocrine responses?,SCTT-ResearchQuestion,gemini,19
gemini_119,key-door-lock,"The heavy key turned slowly in the rusted lock. A loud click echoed through the silent hallway. He pushed the door open to find a room filled with golden light. Finally, the secrets of the mansion were his to see.",Story,gemini,40
gemini_119,bridge-river-cross,"The wooden bridge groaned under the weight of the traveler. Below, the river roared with the fury of the spring melt. He had to cross before the sun dipped below the horizon. With one final leap, he reached the safety of the far bank.",Story,gemini,44
gemini_119,pen-paper-story,"She dipped the pen into the inkwell and waited for inspiration. The blank paper seemed to glow under the soft candlelight. Slowly, a story of forgotten kings began to take shape. Words flowed like water until the sun began to rise.",Story,gemini,41
gemini_119,mirror-face-reflection,"He wiped the steam from the mirror to see his tired face. The reflection looked older than he remembered from the day before. Suddenly, the image in the glass smiled while he remained stoic. He backed away, realizing the reflection was no longer his own.",Story,gemini,45
gemini_119,BUCKET,"Turn it upside down to serve as a portable, waterproof seat for outdoor events or gardening.",AUT,gemini,16
gemini_119,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar-collecting cells into all urban window glass to transform skyscrapers into massive vertical power plants.,Design,gemini,17
gemini_119,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Install a motorized system that flattens individual stair treads into a continuous, level platform for vertical transit.",Design,gemini,17
gemini_119,BRICK,Heat the brick in an oven and wrap it in a thick towel to use as a long-lasting bed warmer.,AUT,gemini,20
gemini_119,KNIFE,Use the polished flat side of the blade as an emergency signaling mirror to reflect sunlight toward a rescue party.,AUT,gemini,20
gemini_120,mirror-face-reflection,"She stared into the cracked mirror.
Her face appeared fragmented and strange.
The reflection refused to follow her movements.
She walked away, but the image stayed.",Story,gemini,26
gemini_120,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Implement a network of underground automated delivery tunnels to remove all freight trucks from surface roads.,Design,gemini,16
gemini_120,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"Context-aware AR glasses that highlight misplaced items and project ""next-step"" arrows onto the floor for daily routines.",Design,gemini,17
gemini_120,PENCIL,A temporary splint for a broken finger.,AUT,gemini,7
gemini_120,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet’s atmosphere contain isotopic ratios that suggest it formed from a different stellar nursery than our home galaxy?,SCTT-ResearchQuestion,gemini,20
gemini_120,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot's architecture utilize quantum decoherence to simulate the stochastic nature of human decision-making?,SCTT-ResearchQuestion,gemini,15
gemini_120,BUCKET,A giant mold for making perfectly cylindrical sandcastles.,AUT,gemini,8
gemini_120,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake has a darker bed of sediment that absorbs and retains more thermal energy from the sun.,SCTT-Hypothesis,gemini,19
gemini_120,pen-paper-story,"The pen bled through the thin paper.
Every word of the story felt heavy.
He stopped writing when the ink ran dry.
The tale was finished at last.",Story,gemini,28
gemini_120,bridge-river-cross,"The wooden bridge spanned the wide river.
He prepared to cross the swaying path.
The water below churned with a violent energy.
He took a deep breath and stepped forward.",Story,gemini,30
gemini_120,BRICK,A heavy-duty nutcracker for stubborn walnuts.,AUT,gemini,6
gemini_120,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A motorized, handrail-mounted grip that assists users in pulling themselves upward with minimal physical effort.",Design,gemini,15
gemini_120,KNIFE,A crude musical instrument played by striking the flat of the blade against a hollow wooden box.,AUT,gemini,17
gemini_120,Develop as many design ideas as you can to increase the use of renewable energy sources.,Solar-harvesting paint that can be applied to any exterior building surface to generate electricity.,Design,gemini,14
gemini_120,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A massive, opaque gas cloud is passing between Earth and the distant stars, blocking their light from view.",SCTT-Hypothesis,gemini,18
gemini_120,key-door-lock,"The iron key turned in the door.
The lock yielded with a heavy thud.
She entered the room after years away.
The dust motes danced in the moonlight.",Story,gemini,28
gemini_121,key-door-lock,"The silver key felt ice-cold in her trembling hand. She approached the heavy oak door that had been sealed for decades. With a heavy click, the ancient lock finally yielded to her pressure. What lay beyond was a secret the world had long forgotten.",Story,gemini,44
gemini_121,BUCKET,Turn it into a vertical hydroponic planter by drilling holes in the sides for crops to grow outward.,AUT,gemini,18
gemini_121,pen-paper-story,"The ink from his pen bled into the weathered paper like a growing shadow. Every word he wrote felt like reclaiming a lost piece of his own soul. The story was finally reaching its long-awaited, bittersweet conclusion. He sighed with relief as he placed the final period.",Story,gemini,47
gemini_121,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"One lake may be significantly shallower than the other, allowing the same amount of solar radiation to heat a smaller volume of water more rapidly.",SCTT-Hypothesis,gemini,25
gemini_121,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of high-speed, underground automated pallets that transport individual vehicles across the city independently of surface streets.",Design,gemini,19
gemini_121,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Integrate a motorized, recessed track into the staircase that attaches to a wearable harness to provide physical lift and stability.",Design,gemini,20
gemini_121,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Develop haptic-feedback jewelry that vibrates in specific rhythms to discreetly remind the wearer of different categories of daily tasks.,Design,gemini,19
gemini_121,mirror-face-reflection,"She stared into the cracked mirror, barely recognizing the stranger within. The face she saw was etched with memories she did not possess. When she reached out, her reflection moved a second too late. Fear chilled her blood as the reflection began to smile on its own.",Story,gemini,47
gemini_121,Develop as many design ideas as you can to increase the use of renewable energy sources.,Apply transparent solar-cell coatings to all skyscraper windows to transform entire city skylines into high-yield vertical power plants.,Design,gemini,18
gemini_121,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, localized cloud of non-reflective interstellar dust is passing between Earth and the distant stars, obscuring them from our line of sight.",SCTT-Hypothesis,gemini,23
gemini_121,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,"Does the robot’s architecture allow for the emergence of genuine qualia, or is its consciousness merely a functionalist simulation?",SCTT-ResearchQuestion,gemini,19
gemini_121,PENCIL,Use the graphite core as a makeshift electrical resistor in a simple series circuit for a science experiment.,AUT,gemini,18
gemini_121,bridge-river-cross,"The stone bridge arched gracefully over the rushing, turquoise river. Travelers from all lands came to cross this threshold into the mystical valley. Beneath the water, legends said a dragon guarded the ancient foundations. Each footstep echoed with the weight of a thousand historical journeys.",Story,gemini,45
gemini_121,KNIFE,Use the polished surface of the blade as a signaling mirror to reflect sunlight toward rescuers during an emergency.,AUT,gemini,19
gemini_121,BRICK,"Heat the brick in a fire and wrap it in a towel to serve as a long-lasting, portable bed warmer.",AUT,gemini,20
gemini_121,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet’s lithosphere contain isotopic ratios that suggest a different chemical evolution than the stellar nursery that formed our own solar system?,SCTT-ResearchQuestion,gemini,23
gemini_122,PENCIL,Rub the graphite tip onto a stuck zipper to act as an effective dry lubricant.,AUT,gemini,15
gemini_122,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"An ultra-dense, dark nebula or ""Bok globule"" is passing through the local interstellar medium, obscuring the light of distant stars along our line of sight.",SCTT-Hypothesis,gemini,25
gemini_122,mirror-face-reflection,"I stared into the mirror to fix my hair. My face appeared tired after the long night. Suddenly, my reflection reached out and touched the glass. I gasped and stumbled back into the hallway.",Story,gemini,34
gemini_122,BRICK,"Heat the brick and wrap it in a cloth to use as a rustic, long-lasting bed warmer.",AUT,gemini,17
gemini_122,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the isotopic ratio of carbon and nitrogen on this planet suggest a formation history distinct from the nucleosynthesis patterns found in our own galaxy?,SCTT-ResearchQuestion,gemini,25
gemini_122,key-door-lock,"He found the silver key buried in the sand. The garden door was hidden behind thick ivy. He cleared the vines and slid the key into the lock. It turned with a satisfying, melodic click.",Story,gemini,35
gemini_122,pen-paper-story,The old pen leaked ink onto his fingers. He didn't mind as he filled the paper with words. A story of a forgotten kingdom began to emerge. The parchment glowed faintly under his touch.,Story,gemini,34
gemini_122,Develop as many design ideas as you can to increase the use of renewable energy sources.,Create transparent solar glass for every skyscraper window to turn entire city skylines into vertical power plants.,Design,gemini,17
gemini_122,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake is likely situated over a subterranean geothermal vent or has a significantly darker, more heat-absorbent sediment floor than the cooler lake.",SCTT-Hypothesis,gemini,24
gemini_122,bridge-river-cross,The narrow bridge swayed violently in the wind. We needed to cross the river before the flood hit. I grabbed the railing and moved slowly. We reached the far bank just as the first plank snapped.,Story,gemini,36
gemini_122,KNIFE,Use the flat of the blade as a makeshift signaling mirror to reflect sunlight in a survival situation.,AUT,gemini,18
gemini_122,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Implement an augmented reality headset that uses facial recognition to whisper the names and context of acquaintances into the user's ear.,Design,gemini,21
gemini_122,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Install convertible stairs that can transform into a flat inclined platform lift at the touch of a button.,Design,gemini,18
gemini_122,BUCKET,Invert the bucket and use it as a structural mold for packing snow or wet sand into uniform building blocks.,AUT,gemini,20
gemini_122,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,"Can the robot's cognitive architecture replicate the phenomenon of ""qualia"" or subjective experience through its synthetic neural processing?",SCTT-ResearchQuestion,gemini,18
gemini_122,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Implement a system of dynamic lane allocation that uses embedded LED markers to change traffic direction based on real-time flow data.,Design,gemini,21
gemini_123,Develop as many design ideas as you can to increase the use of renewable energy sources.,Design roads with modular piezoelectric tiles that convert vehicle pressure into grid electricity.,Design,gemini,13
gemini_123,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,"Does the robot's architecture require a period of low-power inactivity to consolidate and prune information, effectively mimicking human sleep?",SCTT-ResearchQuestion,gemini,19
gemini_123,PENCIL,Use a pencil as a makeshift hair stick to secure a bun in place.,AUT,gemini,14
gemini_123,key-door-lock,"He turned the heavy key. The door creaked open. The lock had been broken for years. Finally, he was home.",Story,gemini,20
gemini_123,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is the planet's atmospheric chemical signature consistent with a star system formed from the remnants of a metal-poor Population III supernova?,SCTT-ResearchQuestion,gemini,21
gemini_123,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A massive, dark nebula is drifting across our line of sight, gradually eclipsing the stars in that specific sector of the sky.",SCTT-Hypothesis,gemini,22
gemini_123,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Establish a subterranean automated delivery network for goods to remove heavy freight vehicles from surface streets.,Design,gemini,16
gemini_123,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Integrate retractable caterpillar tracks into the base of wheelchairs to allow them to climb standard steps independently.,Design,gemini,17
gemini_123,mirror-face-reflection,She polished the ancient mirror. A distorted face appeared. The reflection refused to move. It simply watched her walk away.,Story,gemini,20
gemini_123,BRICK,"Heat a brick and wrap it in cloth to serve as a long-lasting, eco-friendly",AUT,gemini,14
gemini_123,BUCKET,,AUT,gemini,0
gemini_123,bridge-river-cross,,Story,gemini,0
gemini_123,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,,Design,gemini,0
gemini_123,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,,SCTT-Hypothesis,gemini,0
gemini_123,KNIFE,,AUT,gemini,0
gemini_123,pen-paper-story,,Story,gemini,0
gemini_124,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Wearable augmented reality glasses that highlight physical objects associated with scheduled tasks.,Design,gemini,12
gemini_124,key-door-lock,He turned the key. The lock clicked. The door opened wide. Light spilled into the hall.,Story,gemini,16
gemini_124,PENCIL,Use the graphite to lubricate a sticking zipper by rubbing it along the teeth.,AUT,gemini,14
gemini_124,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, localized cloud of interstellar dust is passing between Earth and the background stars.",SCTT-Hypothesis,gemini,15
gemini_124,mirror-face-reflection,She wiped the foggy mirror. Her face appeared clearly. The reflection looked slightly older. She sighed at the glass.,Story,gemini,19
gemini_124,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake is significantly shallower, allowing the sun's energy to heat a smaller volume of water more quickly.",SCTT-Hypothesis,gemini,19
gemini_124,bridge-river-cross,The wooden bridge looked fragile. The river flowed fast below. He began to cross slowly. The wood groaned underfoot.,Story,gemini,19
gemini_124,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement dynamic, AI-controlled lane systems that change traffic direction based on real-time congestion data.",Design,gemini,14
gemini_124,BUCKET,Use an upside-down bucket as a resonance chamber to amplify a smartphone's internal speakers.,AUT,gemini,14
gemini_124,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet's atmospheric density allow for the existence of liquid water at its current orbital distance?,SCTT-ResearchQuestion,gemini,17
gemini_124,pen-paper-story,The pen leaked ink. The paper absorbed the mess. A story emerged from the stains. He smiled at his work.,Story,gemini,20
gemini_124,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does the robot's hardware architecture simulate the biological process of long-term potentiation during information acquisition?,SCTT-ResearchQuestion,gemini,16
gemini_124,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate micro-wind turbines into the structural design of urban skyscrapers to harness high-altitude air currents.,Design,gemini,15
gemini_124,KNIFE,Use the flat side of a polished knife blade as an emergency signal mirror to reflect sunlight.,AUT,gemini,17
gemini_124,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Install a sensor-activated motorized handrail system that provides physical towing assistance for users ascending stairs.,Design,gemini,15
gemini_124,BRICK,A heavy brick can be used to press moisture out of tofu or homemade cheese.,AUT,gemini,15
gemini_125,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Augmented reality glasses that highlight physical objects associated with scheduled tasks to provide visual prompts.,Design,gemini,15
gemini_125,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"One lake likely has a significantly darker basin or higher mineral content, allowing it to absorb and retain more thermal energy than the other.",SCTT-Hypothesis,gemini,24
gemini_125,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar-harvesting layers into all skyscraper window glass to turn urban skylines into massive power generators.,Design,gemini,17
gemini_125,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of autonomous, high-speed underground transit pods dedicated to individual micro-mobility trips.",Design,gemini,14
gemini_125,PENCIL,Rub the graphite tip onto a sticking zipper to use the carbon as a dry lubricant.,AUT,gemini,16
gemini_125,bridge-river-cross,The ancient bridge stretched across the churning river. Elena hesitated before taking her first step. She needed to cross to reach the sanctuary. The stones held firm under her weight.,Story,gemini,30
gemini_125,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does this robot utilize a synthetic equivalent to biological neuroplasticity to reorganize its neural pathways when learning from new stimuli?,SCTT-ResearchQuestion,gemini,20
gemini_125,pen-paper-story,"He gripped the heavy pen tightly. The blank paper stared back at him. Finally, the first words of the story emerged. Ink flowed like a river of ideas.",Story,gemini,28
gemini_125,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, non-reflective cloud of interstellar dust is passing between Earth and the star field, progressively obscuring the light from distant suns.",SCTT-Hypothesis,gemini,22
gemini_125,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,A motorized ceiling-track system with a detachable harness that gently glides users over existing staircases.,Design,gemini,15
gemini_125,mirror-face-reflection,She stepped toward the polished mirror. A strange face stared back. The reflection refused to mimic her smile. Fear chilled her skin instantly.,Story,gemini,23
gemini_125,key-door-lock,The rusted key turned slowly. The heavy door groaned in protest. The lock finally clicked open. Sunlight spilled into the long-forgotten room.,Story,gemini,22
gemini_125,KNIFE,Use the flat side of the blade as a palette for mixing small batches of oil paints.,AUT,gemini,17
gemini_125,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the chemical composition of this planet’s atmosphere suggest it formed from a protoplanetary disk with different isotopic ratios than our own?,SCTT-ResearchQuestion,gemini,22
gemini_125,BUCKET,Invert the bucket to use it as a resonance chamber for a DIY street-style percussion kit.,AUT,gemini,16
gemini_125,BRICK,Heat the brick in a fire and wrap it in a thick cloth to use as a long-lasting bed warmer.,AUT,gemini,20
gemini_126,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake likely has a lower albedo due to a dark, basaltic bed or a higher concentration of suspended organic matter that absorbs more thermal energy.",SCTT-Hypothesis,gemini,27
gemini_126,bridge-river-cross,"The ancient bridge swayed precariously above the roaring river. 
If she did not cross now, the rising tides would trap her in the valley forever. 
She took a tentative step, feeling the cold spray of water on her ankles. 
Finally, her boots hit the dry earth of the opposite bank.",Story,gemini,50
gemini_126,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, localized cloud of interstellar dust is drifting across our line of sight, progressively occulting the background star field.",SCTT-Hypothesis,gemini,20
gemini_126,mirror-face-reflection,"He leaned toward the mirror to inspect the strange mark on his face. 
In the dim light, his reflection appeared to move a second slower than his own body. 
He gasped, but the image in the glass simply smiled back. 
Terrified, he realized the man in the mirror was no longer him.",Story,gemini,52
gemini_126,key-door-lock,"The heavy brass key felt cold in her trembling hand. 
She inserted it into the ancient lock and heard a metallic groan. 
The door swung inward to reveal a staircase leading down into total darkness. 
She stepped inside, and the door clicked shut behind her.",Story,gemini,45
gemini_126,KNIFE,Use the flat side of a polished stainless steel blade as a makeshift signaling mirror to reflect sunlight toward distant rescue teams.,AUT,gemini,22
gemini_126,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Design smart-home floor tiles that illuminate a glowing path to specific rooms or medications based on the user’s scheduled routine.,Design,gemini,20
gemini_126,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar-cell coatings into all urban skyscraper windows to turn city skylines into massive vertical power plants.,Design,gemini,18
gemini_126,pen-paper-story,"She gripped the pen tightly, watching the words flow onto the blank paper like water. 
Every line she added changed the story of her own life in real-time. 
By the final paragraph, the room around her had transformed into a seaside cottage. 
She set the pen down and stepped through the new doorway.",Story,gemini,53
gemini_126,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,To what extent does the robot's hardware architecture utilize stochastic resonance to mimic the non-deterministic decision-making processes found in the human prefrontal cortex?,SCTT-ResearchQuestion,gemini,23
gemini_126,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the isotopic signature of the planet's atmospheric water vapor suggest a common origin with cometary bodies within its own system or an interstellar capture event?,SCTT-ResearchQuestion,gemini,26
gemini_126,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Install modular, high-friction ""stair-sleds"" that deploy from a motorized banister track to safely carry wheelchairs between floor levels.",Design,gemini,18
gemini_126,BRICK,"Crush the brick into a fine powder to use as a non-toxic, abrasive scouring agent for cleaning heavy industrial rust.",AUT,gemini,20
gemini_126,BUCKET,"Cut a hole in the bottom of a bucket and seal it with clear plastic to create a ""bathyscope"" for viewing underwater environments from the surface.",AUT,gemini,26
gemini_126,PENCIL,Use the conductive properties of a pencil's graphite core to draw a temporary functional circuit bridge on a piece of paper for emergency electronics repair.,AUT,gemini,25
gemini_126,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a system of ""moving sidewalks"" in dedicated climate-controlled tunnels to remove short-distance pedestrian and scooter traffic from main roads.",Design,gemini,20
gemini_127,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot’s neural architecture incorporate synthetic neurotransmitter analogs to replicate the way human logic is influenced by emotional weighting?,SCTT-ResearchQuestion,gemini,20
gemini_127,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake might be fed by subsurface geothermal springs that heat the water column from below, regardless of the solar energy received at the surface.",SCTT-Hypothesis,gemini,26
gemini_127,key-door-lock,"Silas clutched the rusted key until it bit into his palm.
He approached the heavy wooden door, sensing a chill from the other side.
With a sharp twist, the lock groaned and finally yielded.
Light spilled into the hallway for the first time in decades.",Story,gemini,45
gemini_127,pen-paper-story,"The silver pen danced across the yellowed paper, fueled by a sudden burst of inspiration.
Every stroke etched a new chapter of a forgotten story into existence.
Soon, the ink began to glow with a faint, otherworldly light.
The tale was no longer just words; it was a living memory.",Story,gemini,50
gemini_127,BRICK,"Wrap a heated brick in a thick wool cloth to use as a long-lasting, primitive bed warmer for cold winter nights.",AUT,gemini,21
gemini_127,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A vast, non-luminous cloud of interstellar dust is drifting between Earth and the distant star field, progressively obscuring the visible light.",SCTT-Hypothesis,gemini,21
gemini_127,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"Smart glasses that use augmented reality to project ""pathway breadcrumbs"" and virtual sticky notes directly onto physical objects associated with pending tasks.",Design,gemini,22
gemini_127,KNIFE,"Use the polished, flat side of a high-carbon steel blade as a makeshift emergency signaling mirror.",AUT,gemini,16
gemini_127,PENCIL,Rub the graphite tip of a pencil into a sticky zipper to act as a dry lubricant for the metal teeth.,AUT,gemini,21
gemini_127,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of modular, autonomous transit pods that travel along magnetic rails attached to the exterior of existing skyscrapers to utilize vertical space.",Design,gemini,24
gemini_127,BUCKET,Place a smartphone inside an empty plastic bucket to use the hollow chamber as a resonant acoustic amplifier for music.,AUT,gemini,20
gemini_127,bridge-river-cross,"The ancient stone bridge sagged under the weight of the morning mist.
Below, the river roared with the fury of a thousand storms.
No one had dared to cross it since the great flood began.
Elena took a deep breath and stepped onto the trembling masonry.",Story,gemini,46
gemini_127,mirror-face-reflection,"He stared into the cracked mirror, barely recognizing the tired face looking back.
The reflection seemed to blink a full second later than he did.
A cold shiver ran down his spine as the image began to smile on its own.
He realized then that the glass was no longer a barrier.",Story,gemini,52
gemini_127,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Install modular ""air-stair"" lifts that use a pressurized cushion of air to smoothly transport wheelchairs over existing steps like a hovercraft.",Design,gemini,21
gemini_127,Develop as many design ideas as you can to increase the use of renewable energy sources.,"Integrate transparent solar-harvesting films into all commercial window glass to transform entire city skylines into passive, high-yield power plants.",Design,gemini,19
gemini_127,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet’s chemical composition show evidence of a different ratio of heavy elements compared to planets in the Milky Way due to varying intergalactic nucleosynthesis rates?,SCTT-ResearchQuestion,gemini,27
gemini_128,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"The Earth is passing into a localized pocket of dense, non-reflective interstellar gas that is gradually blocking the line of sight to various star systems.",SCTT-Hypothesis,gemini,25
gemini_128,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A portable, modular track system that can be temporarily laid over any staircase to convert it into a motorized chair lift.",Design,gemini,21
gemini_128,BRICK,A thermal mass used as a bed warmer by heating it in an oven and wrapping it in a thick towel.,AUT,gemini,21
gemini_128,KNIFE,A makeshift sundial gnomon used to track the passage of time by observing the movement of its shadow.,AUT,gemini,18
gemini_128,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"Wearable haptic devices that vibrate with distinct, learned patterns to signal different recurring daily responsibilities.",Design,gemini,15
gemini_128,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake is situated above a localized geothermal vent that heats the water from the basin floor.,SCTT-Hypothesis,gemini,18
gemini_128,mirror-face-reflection,She stood before the silvered mirror. Her face looked older than she remembered. The reflection blinked even when she didn't. Cold fear washed over her.,Story,gemini,25
gemini_128,PENCIL,An emergency hair stick to secure a bun when other fasteners are unavailable.,AUT,gemini,13
gemini_128,bridge-river-cross,"The ancient stone bridge groaned under the weight. Below, the river roared with seasonal runoff. He needed to cross before the sun dipped low. One final step reached the muddy bank.",Story,gemini,31
gemini_128,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,,Design,gemini,0
gemini_128,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,,SCTT-ResearchQuestion,gemini,0
gemini_128,key-door-lock,,Story,gemini,0
gemini_128,Develop as many design ideas as you can to increase the use of renewable energy sources.,,Design,gemini,0
gemini_128,pen-paper-story,,Story,gemini,0
gemini_128,BUCKET,,AUT,gemini,0
gemini_128,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,,SCTT-ResearchQuestion,gemini,0
gemini_129,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Install modular, retractable caterpillar tracks onto manual wheelchairs for independent stair climbing.",Design,gemini,12
gemini_129,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Augmented reality glasses that overlay glowing pathways and visual prompts onto the user's physical environment.,Design,gemini,15
gemini_129,key-door-lock,The rusted key turned with a heavy click. He pushed the heavy oak door open. Behind the lock lay a world of forgotten gold. He stepped inside and left the past behind.,Story,gemini,32
gemini_129,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the local dark matter density in this galaxy significantly alter the planet's orbital stability compared to Milky Way standards?,SCTT-ResearchQuestion,gemini,20
gemini_129,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar harvesting thin-films into all newly manufactured commercial and residential windows.,Design,gemini,13
gemini_129,PENCIL,Use the graphite core as an emergency dry lubricant for a sticky door hinge or zipper.,AUT,gemini,16
gemini_129,bridge-river-cross,"The wooden bridge groaned under the weight. Below, the river rushed with icy fury. They had to cross before the storm arrived. One final step reached the safety of the far bank.",Story,gemini,32
gemini_129,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement dynamic, AI-controlled lane directions that shift based on real-time traffic volume.",Design,gemini,12
gemini_129,BRICK,Heat the brick in an oven and wrap it in a towel to use as a long-lasting bed warmer.,AUT,gemini,19
gemini_129,BUCKET,"Invert the bucket and cut a small entrance to create an instant, sturdy shelter for outdoor pets.",AUT,gemini,17
gemini_129,mirror-face-reflection,She stared into the antique mirror. A different face mimicked her every move. The reflection winked even though she didn't. Cold fear gripped her heart instantly.,Story,gemini,26
gemini_129,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"An immense, undetected cloud of non-reflective interstellar dust is currently drifting between our solar system and the distant star field.",SCTT-Hypothesis,gemini,20
gemini_129,pen-paper-story,"The silver pen danced across the parchment. Each stroke of paper gave life to a hero. A grand story began to unfold. By dawn, the ink had captured a legend.",Story,gemini,30
gemini_129,KNIFE,Use the flat side of a polished steel blade as an emergency signaling mirror in the wilderness.,AUT,gemini,17
