_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,prompt,task,text
<django.db.models.base.ModelState object at 0x7f23d23ed510>,69409,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,80,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how did they get there?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:02.988456+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how did they get there?,15.0,15.0,10.0,15.0,15.0,0.3,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how did they get there?
<django.db.models.base.ModelState object at 0x7f23d23ed5a0>,69410,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,81,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they all related?,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:02.992524+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they all related?,15.0,15.0,10.0,10.0,15.0,0.4,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is are they all related?
<django.db.models.base.ModelState object at 0x7f23d23ed630>,69411,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,82,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,have they survived a plane crash?,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:02.996870+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,have they survived a plane crash?,15.0,15.0,10.0,10.0,15.0,0.65,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is have they survived a plane crash?
<django.db.models.base.ModelState object at 0x7f23d23edd80>,69424,rebeaty,7H4H7DwVobsViprPNEB4jm,5ef3bdbee9ae7a16241451c1,70,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they communicate through sounds and vibrations?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:57.845224+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they communicate through sounds and vibrations?,15.0,22.0,20.0,15.0,25.0,0.58,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do they communicate through sounds and vibrations?
<django.db.models.base.ModelState object at 0x7f23d23ede10>,69425,rebeaty,7H4H7DwVobsViprPNEB4jm,5ef3bdbee9ae7a16241451c1,71,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they have there own version of sign language,Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:57.849779+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do they have there own version of sign language,15.0,28.0,10.0,20.0,30.0,0.47,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do they have there own version of sign language
<django.db.models.base.ModelState object at 0x7f23d23edea0>,69426,rebeaty,7H4H7DwVobsViprPNEB4jm,5ef3bdbee9ae7a16241451c1,72,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they telepathic and more advanced than the human,Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:57.854869+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they telepathic and more advanced than the human,20.0,15.0,10.0,35.0,28.0,0.74,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is are they telepathic and more advanced than the human
<django.db.models.base.ModelState object at 0x7f23d23edf30>,69427,rebeaty,7H4H7DwVobsViprPNEB4jm,5ef3bdbee9ae7a16241451c1,73,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they intelligant,Submitted,3,Scientific Creative Thinking Task,120,0,2026-01-08 02:00:57.859523+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are they Intelligant,10.0,12.0,10.0,10.0,15.0,0.47,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is are they intelligant
<django.db.models.base.ModelState object at 0x7f23d23ee050>,69429,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,92,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,does this planet have gravity?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.346413+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does this planet have gravity?,10.0,15.0,10.0,10.0,15.0,0.47,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is does this planet have gravity?
<django.db.models.base.ModelState object at 0x7f23d23ee0e0>,69430,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,93,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,does this planet have oxygen?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.352117+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does this planet have oxygen?,10.0,15.0,10.0,10.0,15.0,0.5,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is does this planet have oxygen?
<django.db.models.base.ModelState object at 0x7f23d23ee170>,69431,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,94,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is there any life on this planet,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.356497+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is there any life on this planet,10.0,15.0,10.0,10.0,20.0,0.34,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is there any life on this planet
<django.db.models.base.ModelState object at 0x7f23d23ee200>,69432,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,95,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what is the temperature of this planet?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.360602+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What is the temperature of this planet?,10.0,12.0,10.0,10.0,15.0,0.4,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what is the temperature of this planet?
<django.db.models.base.ModelState object at 0x7f23d23ee290>,69433,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,96,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how far away from earth are we?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.364479+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How far away from Earth are we?,10.0,15.0,10.0,15.0,15.0,0.5,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how far away from earth are we?
<django.db.models.base.ModelState object at 0x7f23d23ee320>,69434,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,97,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what stars/galaxies/planets are we closest to on this planet?,Submitted,11,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.368835+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What stars/galaxies/planets are we closest to on this planet?,15.0,15.0,10.0,15.0,25.0,0.6,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what stars/galaxies/planets are we closest to on this planet?
<django.db.models.base.ModelState object at 0x7f23d23ee3b0>,69435,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,98,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how many lightyears are we behind in time from earth?,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.373137+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How many lightyears are we behind in time from Earth?,15.0,15.0,25.0,25.0,28.0,0.68,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how many lightyears are we behind in time from earth?
<django.db.models.base.ModelState object at 0x7f23d23ee440>,69436,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,99,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how much is one pound on this planet?,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.377413+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How much is one pound on this planet?,15.0,15.0,10.0,15.0,25.0,0.59,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how much is one pound on this planet?
<django.db.models.base.ModelState object at 0x7f23d23ee4d0>,69437,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,100,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is there water on this planet?,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:01:36.381536+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is there water on this planet?,10.0,15.0,10.0,10.0,15.0,0.34,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is there water on this planet?
<django.db.models.base.ModelState object at 0x7f23d23ee9e0>,69446,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,84,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,stars moving around just like clouds,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:02:07.166854+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,stars moving around just like clouds,15.0,15.0,15.0,10.0,28.0,0.36,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is stars moving around just like clouds
<django.db.models.base.ModelState object at 0x7f23d23eea70>,69447,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,85,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,shooting stars,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-08 02:02:07.173635+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,shooting stars,10.0,15.0,10.0,10.0,20.0,0.52,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is shooting stars
<django.db.models.base.ModelState object at 0x7f23d23eeb00>,69448,rebeaty,7H4H7DwVobsViprPNEB4jm,612adba08b8235b31539c704,86,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,they were airplanes and not stars,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:02:07.178720+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,they were airplanes and not stars,15.0,15.0,30.0,15.0,15.0,0.46,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is they were airplanes and not stars
<django.db.models.base.ModelState object at 0x7f23d23ef520>,69466,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,102,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do you communicate with eachother?,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.076761+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do you communicate with eachother?,10.0,15.0,10.0,10.0,25.0,0.33,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do you communicate with eachother?
<django.db.models.base.ModelState object at 0x7f23d23ef5b0>,69467,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,103,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,where does not verbally communicating originate for you?,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.083092+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Where does not verbally communicating originate for you?,15.0,15.0,10.0,15.0,28.0,0.39,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is where does not verbally communicating originate for you?
<django.db.models.base.ModelState object at 0x7f23d23ef640>,69468,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,104,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,"if you don't verbally communicate, can i verbally communicate and you reply your regular way too?",Submitted,17,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.087197+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,"If you don't verbally communicate, can I verbally communicate and you reply your regular way too?",15.0,15.0,10.0,15.0,28.0,0.48,SCTT-AI,a remote island with nonverbal communication,research question,"a creative research question for a remote island with nonverbal communication is if you don't verbally communicate, can i verbally communicate and you reply your regular way too?"
<django.db.models.base.ModelState object at 0x7f23d23ef6d0>,69469,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,105,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,what language do you speak?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.091486+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What language do you speak?,10.0,12.0,10.0,10.0,10.0,0.34,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is what language do you speak?
<django.db.models.base.ModelState object at 0x7f23d23ef760>,69470,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,106,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,have you ever verbally communicated before for any reason?,Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.095154+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Have you ever verbally communicated before for any reason?,10.0,15.0,10.0,10.0,25.0,0.51,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is have you ever verbally communicated before for any reason?
<django.db.models.base.ModelState object at 0x7f23d23ef7f0>,69471,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,107,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,is it hard to verbally communicate?,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:03:42.099347+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Is it hard to verbally communicate?,10.0,12.0,10.0,10.0,10.0,0.5,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is is it hard to verbally communicate?
<django.db.models.base.ModelState object at 0x7f23d2400130>,69487,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,66,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,water collection,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.783485+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,water collection,10.0,15.0,10.0,10.0,25.0,0.52,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is water collection
<django.db.models.base.ModelState object at 0x7f23d24001c0>,69488,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,67,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,family structures,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.789822+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,family structures,15.0,15.0,10.0,15.0,25.0,0.48,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is family structures
<django.db.models.base.ModelState object at 0x7f23d2400250>,69489,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,68,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,any kind of government,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.793743+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,any kind of government,15.0,15.0,10.0,10.0,25.0,0.57,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is any kind of government
<django.db.models.base.ModelState object at 0x7f23d24002e0>,69490,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,69,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,food sources,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.797582+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,food sources,10.0,15.0,10.0,10.0,15.0,0.27,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is food sources
<django.db.models.base.ModelState object at 0x7f23d2400370>,69491,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,70,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,medicines,Submitted,1,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.801356+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,medicines,10.0,12.0,10.0,10.0,25.0,0.39,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is medicines
<django.db.models.base.ModelState object at 0x7f23d2400400>,69492,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,71,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,technology,Submitted,1,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:36.805207+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,technology,10.0,12.0,10.0,10.0,25.0,0.29,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is technology
<django.db.models.base.ModelState object at 0x7f23d2400520>,69494,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,109,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,maybe they were meteors falling,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:48.743700+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Maybe they were meteors falling,15.0,15.0,10.0,10.0,25.0,0.64,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is maybe they were meteors falling
<django.db.models.base.ModelState object at 0x7f23d24005b0>,69495,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,110,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,another planet getting in the way momentarily,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:48.750725+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Another planet getting in the way momentarily,20.0,18.0,10.0,25.0,25.0,0.52,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is another planet getting in the way momentarily
<django.db.models.base.ModelState object at 0x7f23d2400640>,69496,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,111,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the stars burned out naturally,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:48.754714+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,The stars burned out naturally,10.0,12.0,10.0,10.0,10.0,0.34,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is the stars burned out naturally
<django.db.models.base.ModelState object at 0x7f23d24006d0>,69497,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,112,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,light hit them differently,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 02:05:48.759312+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Light hit them differently,10.0,15.0,10.0,15.0,20.0,0.38,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is light hit them differently
<django.db.models.base.ModelState object at 0x7f23d24012a0>,69518,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,73,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,underground heat sources,Submitted,3,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.617089+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,underground heat sources,20.0,28.0,20.0,25.0,30.0,0.62,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is underground heat sources
<django.db.models.base.ModelState object at 0x7f23d2401330>,69519,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,74,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,more industry nearby,Submitted,3,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.623093+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,more industry nearby,20.0,15.0,10.0,15.0,25.0,0.52,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is more industry nearby
<django.db.models.base.ModelState object at 0x7f23d24013c0>,69520,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,75,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,additional chemicals in water,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.627260+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,additional chemicals in water,20.0,15.0,10.0,15.0,25.0,0.61,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is additional chemicals in water
<django.db.models.base.ModelState object at 0x7f23d2401450>,69521,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,76,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different life sources in water,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.631343+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different life sources in water,20.0,15.0,10.0,15.0,25.0,0.49,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is different life sources in water
<django.db.models.base.ModelState object at 0x7f23d24014e0>,69522,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,77,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,more wind or air over one,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.635272+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,more wind or air over one,20.0,15.0,10.0,10.0,25.0,0.37,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is more wind or air over one
<django.db.models.base.ModelState object at 0x7f23d2401570>,69523,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,78,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different plant sources,Submitted,3,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.639553+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different plant sources,20.0,15.0,10.0,15.0,25.0,0.47,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is different plant sources
<django.db.models.base.ModelState object at 0x7f23d2401600>,69524,rebeaty,7H4H7DwVobsViprPNEB4jm,662973533159df515afdd606,79,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different minerals in soil,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 02:07:43.643263+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,different minerals in soil,20.0,15.0,10.0,15.0,25.0,0.61,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is different minerals in soil
<django.db.models.base.ModelState object at 0x7f23d2401720>,69526,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,114,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,maybe the kind of rocks hold heat better in one,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-08 02:08:00.264004+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,Maybe the kind of rocks hold heat better in one,20.0,15.0,35.0,25.0,30.0,0.52,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is maybe the kind of rocks hold heat better in one
<django.db.models.base.ModelState object at 0x7f23d24017b0>,69527,rebeaty,7H4H7DwVobsViprPNEB4jm,69416ab139b4b8d585aa4848,115,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"if the bottom of the lake is darker, it might be holding/attracting sunlight/heat differently",Submitted,16,Scientific Creative Thinking Task,120,0,2026-01-08 02:08:00.270843+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"If the bottom of the lake is darker, it might be holding/attracting sunlight/heat differently",20.0,28.0,20.0,25.0,30.0,0.63,SCTT-AI,why water is warmer in one lake than another,hypothesis,"a creative hypothesis for why water is warmer in one lake than another is if the bottom of the lake is darker, it might be holding/attracting sunlight/heat differently"
