_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,text
<django.db.models.base.ModelState object at 0x7f23d2770940>,65308,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,87,aut-13,SOCK,a back pain decompresser by stuffing tennis balls inside ,Submitted,9,Alternate Uses Task,120,0,2026-01-07 23:05:49.838188+00:00,SOCK,a back pain decompresser by stuffing tennis balls inside,38.0,28.0,35.0,35.0,35.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: a back pain decompresser by stuffing tennis balls inside "
<django.db.models.base.ModelState object at 0x7f23d27709d0>,65309,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,88,aut-13,SOCK,to hold things together ,Submitted,4,Alternate Uses Task,120,0,2026-01-07 23:05:49.842756+00:00,SOCK,to hold things together,25.0,15.0,10.0,15.0,20.0,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: to hold things together "
<django.db.models.base.ModelState object at 0x7f23d2770a60>,65310,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,89,aut-13,SOCK,as a bag to carry something small ,Submitted,7,Alternate Uses Task,120,0,2026-01-07 23:05:49.846869+00:00,SOCK,as a bag to carry something small,20.0,22.0,10.0,20.0,25.0,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: as a bag to carry something small "
<django.db.models.base.ModelState object at 0x7f23d2770af0>,65311,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,90,aut-13,SOCK,to protect jewlery or other goods ,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:05:49.850515+00:00,SOCK,to protect jewlery or other goods,25.0,12.0,15.0,15.0,20.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: to protect jewlery or other goods "
<django.db.models.base.ModelState object at 0x7f23d27716c0>,65332,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,48,aut-8,KNIFE,you can use it as a fork to eat rice with.,Submitted,11,Alternate Uses Task,120,0,2026-01-07 23:06:31.352993+00:00,KNIFE,you can use it as a fork to eat rice with.,15.0,15.0,35.0,15.0,20.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you can use it as a fork to eat rice with."
<django.db.models.base.ModelState object at 0x7f23d2771750>,65333,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,49,aut-8,KNIFE,you can hold up a plant that is leaning to the side (as a stake).,Submitted,15,Alternate Uses Task,120,0,2026-01-07 23:06:31.360137+00:00,KNIFE,You can hold up a plant that is leaning to the side (as a stake).,30.0,28.0,25.0,15.0,15.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you can hold up a plant that is leaning to the side (as a stake)."
<django.db.models.base.ModelState object at 0x7f23d27717e0>,65334,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,50,aut-8,KNIFE,you can use it as a stake to pitch a tent.,Submitted,11,Alternate Uses Task,120,0,2026-01-07 23:06:31.364378+00:00,KNIFE,You can use it as a stake to pitch a tent.,25.0,18.0,45.0,25.0,25.0,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you can use it as a stake to pitch a tent."
<django.db.models.base.ModelState object at 0x7f23d2771870>,65335,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,51,aut-8,KNIFE,you can use it to hold open the choke valve on an engine carburator if the engine is not getting enough gas to be able to start the car.,Submitted,29,Alternate Uses Task,120,0,2026-01-07 23:06:31.368480+00:00,KNIFE,You can use it to hold open the choke valve on an engine carburator if the engine is not getting enough gas to be able to start the car.,35.0,18.0,45.0,25.0,30.0,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you can use it to hold open the choke valve on an engine carburator if the engine is not getting enough gas to be able to start the car."
<django.db.models.base.ModelState object at 0x7f23d2771900>,65336,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,52,aut-8,KNIFE,you can perform an emergency appendectomy.,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:06:31.372516+00:00,KNIFE,You can perform an emergency appendectomy.,35.0,28.0,45.0,35.0,25.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you can perform an emergency appendectomy."
<django.db.models.base.ModelState object at 0x7f23d2771990>,65337,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,53,aut-8,KNIFE,you could cut the umbillical cord of a newborn.,Submitted,9,Alternate Uses Task,120,0,2026-01-07 23:06:31.376868+00:00,KNIFE,You could cut the umbillical cord of a newborn.,15.0,15.0,25.0,15.0,20.0,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you could cut the umbillical cord of a newborn."
<django.db.models.base.ModelState object at 0x7f23d2771a20>,65338,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,54,aut-8,KNIFE,you could use it as a pick to play the hawaiian guitar.,Submitted,12,Alternate Uses Task,120,0,2026-01-07 23:06:31.381500+00:00,KNIFE,You could use it as a pick to play the hawaiian guitar.,35.0,28.0,35.0,35.0,35.0,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you could use it as a pick to play the hawaiian guitar."
<django.db.models.base.ModelState object at 0x7f23d2771ab0>,65339,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,55,aut-8,KNIFE,you could use it to tunnel through a concrete wall if you were trapped inside of a building and couldn't get out.,Submitted,23,Alternate Uses Task,120,0,2026-01-07 23:06:31.386099+00:00,KNIFE,You could use it to tunnel through a concrete wall if you were trapped inside of a building and couldn't get out.,25.0,15.0,45.0,25.0,25.0,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you could use it to tunnel through a concrete wall if you were trapped inside of a building and couldn't get out."
<django.db.models.base.ModelState object at 0x7f23d2771b40>,65340,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,56,aut-8,KNIFE,you could break a car window if under water,Submitted,9,Alternate Uses Task,120,0,2026-01-07 23:06:31.390646+00:00,KNIFE,You could break a car window if under water,25.0,15.0,10.0,35.0,35.0,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: you could break a car window if under water"
<django.db.models.base.ModelState object at 0x7f23d27720e0>,65350,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,23,aut-4,BUCKET,washing,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:07:07.305233+00:00,BUCKET,Washing,15.0,12.0,10.0,10.0,10.0,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: washing"
<django.db.models.base.ModelState object at 0x7f23d2772170>,65351,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,24,aut-4,BUCKET,bin,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:07:07.313716+00:00,BUCKET,Bin,10.0,12.0,20.0,15.0,10.0,0.3,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: bin"
<django.db.models.base.ModelState object at 0x7f23d2772200>,65352,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,25,aut-4,BUCKET,garden planter ,Submitted,2,Alternate Uses Task,120,0,2026-01-07 23:07:07.318625+00:00,BUCKET,garden planter,15.0,15.0,35.0,20.0,15.0,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: garden planter "
<django.db.models.base.ModelState object at 0x7f23d2772290>,65353,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,26,aut-4,BUCKET,hat,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:07:07.323289+00:00,BUCKET,hat,20.0,12.0,20.0,15.0,15.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: hat"
<django.db.models.base.ModelState object at 0x7f23d27723b0>,65355,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,28,aut-4,BUCKET,foot soak spa,Time Limit Hit,3,Alternate Uses Task,120,0,2026-01-07 23:07:07.332563+00:00,BUCKET,foot soak spa,20.0,28.0,35.0,25.0,35.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: foot soak spa"
<django.db.models.base.ModelState object at 0x7f23d2773b50>,65397,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,58,aut-4,BUCKET,you could wear it as a hat.,Submitted,7,Alternate Uses Task,120,0,2026-01-07 23:08:38.653701+00:00,BUCKET,You could wear it as a hat.,15.0,15.0,35.0,15.0,30.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could wear it as a hat."
<django.db.models.base.ModelState object at 0x7f23d2773be0>,65398,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,59,aut-4,BUCKET,you could store ice in it at a party.,Submitted,9,Alternate Uses Task,120,0,2026-01-07 23:08:38.658367+00:00,BUCKET,You could store ice in it at a party.,10.0,12.0,10.0,10.0,15.0,0.37,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could store ice in it at a party."
<django.db.models.base.ModelState object at 0x7f23d2773c70>,65399,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,60,aut-4,BUCKET,you could use it for soaking your feet after a long day.,Submitted,12,Alternate Uses Task,120,0,2026-01-07 23:08:38.662273+00:00,BUCKET,You could use it for soaking your feet after a long day.,15.0,12.0,15.0,15.0,25.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could use it for soaking your feet after a long day."
<django.db.models.base.ModelState object at 0x7f23d2773d00>,65400,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,61,aut-4,BUCKET,you can use it as a step stool if you can't reach things on high shelves.,Submitted,17,Alternate Uses Task,120,0,2026-01-07 23:08:38.665992+00:00,BUCKET,You can use it as a step stool if you can't reach things on high shelves.,20.0,18.0,35.0,15.0,25.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you can use it as a step stool if you can't reach things on high shelves."
<django.db.models.base.ModelState object at 0x7f23d2773d90>,65401,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,62,aut-4,BUCKET,you could use it as a door stopper to hold open the door during a fire drill at school.,Submitted,19,Alternate Uses Task,120,0,2026-01-07 23:08:38.669938+00:00,BUCKET,You could use it as a door stopper to hold open the door during a fire drill at school.,20.0,18.0,20.0,15.0,25.0,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could use it as a door stopper to hold open the door during a fire drill at school."
<django.db.models.base.ModelState object at 0x7f23d2773e20>,65402,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,63,aut-4,BUCKET,you could put paint into it.,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:08:38.676050+00:00,BUCKET,You could put paint into it.,10.0,12.0,10.0,10.0,10.0,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could put paint into it."
<django.db.models.base.ModelState object at 0x7f23d2773eb0>,65403,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,64,aut-4,BUCKET,"you could feed animals out of it, like horses or dogs.",Submitted,11,Alternate Uses Task,120,0,2026-01-07 23:08:38.679765+00:00,BUCKET,"You could feed animals out of it, like horses or dogs.",10.0,12.0,15.0,15.0,15.0,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could feed animals out of it, like horses or dogs."
<django.db.models.base.ModelState object at 0x7f23d2773f40>,65404,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,65,aut-4,BUCKET,"you could use it to grow a pine tree or orange tree, as a planter.",Submitted,15,Alternate Uses Task,120,0,2026-01-07 23:08:38.683254+00:00,BUCKET,"You could use it to grow a pine tree or orange tree, as a planter.",20.0,15.0,25.0,15.0,25.0,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could use it to grow a pine tree or orange tree, as a planter."
<django.db.models.base.ModelState object at 0x7f23d2773fd0>,65405,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,66,aut-4,BUCKET,you could tie a string to it and then use it to amplify sounds coming from another room.,Submitted,18,Alternate Uses Task,120,0,2026-01-07 23:08:38.686746+00:00,BUCKET,You could tie a string to it and then use it to amplify sounds coming from another room.,30.0,28.0,35.0,35.0,30.0,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could tie a string to it and then use it to amplify sounds coming from another room."
<django.db.models.base.ModelState object at 0x7f23d27800a0>,65406,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,67,aut-4,BUCKET,you could put strings on it and play,Time Limit Hit,8,Alternate Uses Task,120,0,2026-01-07 23:08:38.690533+00:00,BUCKET,You could put strings on it and play,35.0,28.0,45.0,20.0,35.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: you could put strings on it and play"
<django.db.models.base.ModelState object at 0x7f23d2780640>,65416,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,29,aut-8,KNIFE,screwdriver ,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:09:11.281284+00:00,KNIFE,Screwdriver,20.0,28.0,35.0,15.0,15.0,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: screwdriver "
<django.db.models.base.ModelState object at 0x7f23d27806d0>,65417,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,30,aut-8,KNIFE,gardening ,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:09:11.287395+00:00,KNIFE,Gardening,25.0,28.0,35.0,15.0,25.0,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: gardening "
<django.db.models.base.ModelState object at 0x7f23d2780760>,65418,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,31,aut-8,KNIFE,opener,Submitted,1,Alternate Uses Task,120,0,2026-01-07 23:09:11.292651+00:00,KNIFE,Opener,15.0,42.0,10.0,25.0,25.0,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: opener"
<django.db.models.base.ModelState object at 0x7f23d27807f0>,65419,rebeaty,7H4H7DwVobsViprPNEB4jm,69332055a26312923a56605b,32,aut-8,KNIFE,cutter for plants,Submitted,3,Alternate Uses Task,120,0,2026-01-07 23:09:11.296572+00:00,KNIFE,cutter for plants,15.0,15.0,35.0,15.0,20.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cutter for plants"
<django.db.models.base.ModelState object at 0x7f23d2781e70>,65459,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,68,aut-10,PENCIL,you could use it to eat ramen noodles.,Submitted,8,Alternate Uses Task,120,0,2026-01-07 23:10:44.781748+00:00,PENCIL,You could use it to eat ramen noodles.,30.0,28.0,35.0,35.0,25.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you could use it to eat ramen noodles."
<django.db.models.base.ModelState object at 0x7f23d2781f00>,65460,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,69,aut-10,PENCIL,you can use it to clean ear wax out of your ears.,Submitted,12,Alternate Uses Task,120,0,2026-01-07 23:10:44.786668+00:00,PENCIL,You can use it to clean ear wax out of your ears.,15.0,15.0,35.0,15.0,15.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you can use it to clean ear wax out of your ears."
<django.db.models.base.ModelState object at 0x7f23d2781f90>,65461,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,70,aut-10,PENCIL,you can measure the length of your toes (relatively speaking.),Submitted,10,Alternate Uses Task,120,0,2026-01-07 23:10:44.791073+00:00,PENCIL,You can measure the length of your toes (relatively speaking.),25.0,28.0,45.0,35.0,25.0,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you can measure the length of your toes (relatively speaking.)"
<django.db.models.base.ModelState object at 0x7f23d2782020>,65462,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,71,aut-10,PENCIL,you could hold it up to your eye and measure proportions to translate a figure into a drawing.,Submitted,18,Alternate Uses Task,120,0,2026-01-07 23:10:44.795313+00:00,PENCIL,You could hold it up to your eye and measure proportions to translate a figure into a drawing.,20.0,28.0,30.0,45.0,25.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you could hold it up to your eye and measure proportions to translate a figure into a drawing."
<django.db.models.base.ModelState object at 0x7f23d27820b0>,65463,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,72,aut-10,PENCIL,you can draw a pen or crayon or marker with it.,Submitted,11,Alternate Uses Task,120,0,2026-01-07 23:10:44.799640+00:00,PENCIL,You can draw a pen or crayon or marker with it.,20.0,12.0,35.0,10.0,15.0,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you can draw a pen or crayon or marker with it."
<django.db.models.base.ModelState object at 0x7f23d2782140>,65464,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,73,aut-10,PENCIL,you could use it to create a tourniquet if bitten by a venemous snake.,Submitted,14,Alternate Uses Task,120,0,2026-01-07 23:10:44.803678+00:00,PENCIL,You could use it to create a tourniquet if bitten by a venemous snake.,30.0,28.0,35.0,15.0,30.0,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you could use it to create a tourniquet if bitten by a venemous snake."
<django.db.models.base.ModelState object at 0x7f23d27821d0>,65465,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,74,aut-10,PENCIL,"you can break it in half if you're angry, as a stress reliever.",Submitted,14,Alternate Uses Task,120,0,2026-01-07 23:10:44.807835+00:00,PENCIL,"You can break it in half if you're angry, as a stress reliever.",20.0,18.0,25.0,15.0,28.0,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: you can break it in half if you're angry, as a stress reliever."
<django.db.models.base.ModelState object at 0x7f23d2782260>,65466,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,75,aut-10,PENCIL,yo,Time Limit Hit,1,Alternate Uses Task,120,0,2026-01-07 23:10:44.812093+00:00,PENCIL,Yo,10.0,12.0,10.0,15.0,10.0,0.29,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: yo"
<django.db.models.base.ModelState object at 0x7f23d27822f0>,65467,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,32,aut-10,PENCIL,use it as an eating utensil,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:10:47.215807+00:00,PENCIL,use it as an eating utensil,25.0,18.0,25.0,15.0,15.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it as an eating utensil"
<django.db.models.base.ModelState object at 0x7f23d2782380>,65468,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,33,aut-10,PENCIL,can be used to curl one's hair,Submitted,8,Alternate Uses Task,120,0,2026-01-07 23:10:47.221446+00:00,PENCIL,Can be used to curl one's hair,30.0,38.0,45.0,35.0,30.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used to curl one's hair"
<django.db.models.base.ModelState object at 0x7f23d2782410>,65469,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,34,aut-10,PENCIL,can be used in electric circuits because of the graphite,Submitted,10,Alternate Uses Task,120,0,2026-01-07 23:10:47.226068+00:00,PENCIL,Can be used in electric circuits because of the graphite,25.0,22.0,45.0,35.0,35.0,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used in electric circuits because of the graphite"
<django.db.models.base.ModelState object at 0x7f23d27824a0>,65470,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,35,aut-10,PENCIL,can be joined together and used as a wheel like the tanks have.,Submitted,13,Alternate Uses Task,120,0,2026-01-07 23:10:47.230465+00:00,PENCIL,Can be joined together and used as a wheel like the tanks have.,40.0,28.0,25.0,25.0,28.0,0.64,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be joined together and used as a wheel like the tanks have."
<django.db.models.base.ModelState object at 0x7f23d2782530>,65471,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,36,aut-10,PENCIL,can be gluid together to build furniture,Submitted,7,Alternate Uses Task,120,0,2026-01-07 23:10:47.235032+00:00,PENCIL,Can be gluid together to build furniture,35.0,28.0,25.0,35.0,35.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be gluid together to build furniture"
<django.db.models.base.ModelState object at 0x7f23d27825c0>,65472,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,37,aut-10,PENCIL,can be used as decor,Time Limit Hit,5,Alternate Uses Task,120,0,2026-01-07 23:10:47.239488+00:00,PENCIL,can be used as decor,20.0,15.0,15.0,15.0,25.0,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used as decor"
<django.db.models.base.ModelState object at 0x7f23d2783cd0>,65513,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,76,aut-13,SOCK,you can store money it in.,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:12:49.988107+00:00,SOCK,You can store money it in.,20.0,15.0,10.0,15.0,25.0,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you can store money it in."
<django.db.models.base.ModelState object at 0x7f23d2783d60>,65514,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,77,aut-13,SOCK,"you can use it to hold herbs for bouquet garnis for soups, so that the herbs won't spread through the broth.",Submitted,22,Alternate Uses Task,120,0,2026-01-07 23:12:49.994818+00:00,SOCK,"You can use it to hold herbs for bouquet garnis for soups, so that the herbs won't spread through the broth.",35.0,28.0,35.0,35.0,35.0,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you can use it to hold herbs for bouquet garnis for soups, so that the herbs won't spread through the broth."
<django.db.models.base.ModelState object at 0x7f23d2783df0>,65515,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,78,aut-13,SOCK,you can strain raw soaked cashews through it to make cashew milk.,Submitted,12,Alternate Uses Task,120,0,2026-01-07 23:12:49.998625+00:00,SOCK,You can strain raw soaked cashews through it to make cashew milk.,38.0,28.0,35.0,35.0,35.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you can strain raw soaked cashews through it to make cashew milk."
<django.db.models.base.ModelState object at 0x7f23d2783e80>,65516,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,79,aut-13,SOCK,you can put food items in it and put it on a stick to become a hobo.,Submitted,17,Alternate Uses Task,120,0,2026-01-07 23:12:50.002664+00:00,SOCK,You can put food items in it and put it on a stick to become a hobo.,25.0,28.0,35.0,15.0,25.0,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you can put food items in it and put it on a stick to become a hobo."
<django.db.models.base.ModelState object at 0x7f23d2783f10>,65517,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,80,aut-13,SOCK,"you can wear it on your hands if they get cold, like a mitten.",Submitted,14,Alternate Uses Task,120,0,2026-01-07 23:12:50.006665+00:00,SOCK,"You can wear it on your hands if they get cold, like a mitten.",20.0,15.0,35.0,15.0,25.0,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you can wear it on your hands if they get cold, like a mitten."
<django.db.models.base.ModelState object at 0x7f23d2783fa0>,65518,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,81,aut-13,SOCK,you could tie them together to make a rope to escape a room on the second floor if it's on fire.,Submitted,22,Alternate Uses Task,120,0,2026-01-07 23:12:50.010987+00:00,SOCK,You could tie them together to make a rope to escape a room on the second floor if it's on fire.,35.0,28.0,35.0,35.0,35.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: you could tie them together to make a rope to escape a room on the second floor if it's on fire."
<django.db.models.base.ModelState object at 0x7f23d2794100>,65520,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,38,aut-13,SOCK,use them as gloves,Submitted,4,Alternate Uses Task,120,0,2026-01-07 23:12:53.428548+00:00,SOCK,Use them as gloves,20.0,22.0,35.0,15.0,25.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: use them as gloves"
<django.db.models.base.ModelState object at 0x7f23d2794190>,65521,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,39,aut-13,SOCK,can be used as hair ties,Submitted,6,Alternate Uses Task,120,0,2026-01-07 23:12:53.433776+00:00,SOCK,Can be used as hair ties,30.0,18.0,25.0,15.0,25.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: can be used as hair ties"
<django.db.models.base.ModelState object at 0x7f23d2794220>,65522,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,40,aut-13,SOCK,stack many socks together and use them to build a couch,Submitted,11,Alternate Uses Task,120,0,2026-01-07 23:12:53.438582+00:00,SOCK,Stack many socks together and use them to build a couch,35.0,28.0,35.0,35.0,35.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: stack many socks together and use them to build a couch"
<django.db.models.base.ModelState object at 0x7f23d27942b0>,65523,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,41,aut-13,SOCK,socka could be used as signs to communicate. different color socks would mean different things.,Submitted,15,Alternate Uses Task,120,0,2026-01-07 23:12:53.443219+00:00,SOCK,Socka could be used as signs to communicate. Different color socks would mean different things.,25.0,22.0,25.0,25.0,35.0,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: socka could be used as signs to communicate. different color socks would mean different things."
