prolific_id,achievement_number,CAResp,created_at,ICAA_Score,ICAA_Model
69136c7df68dcde570c33956,2,"I have sold a lot of paintings, I don't do it anymore but I use to make original art postcards that people loved to buy. It was very promising to see familiar faces coming for a second or more buys.",48:32.9,5,gpt-4.1
69136c7df68dcde570c33956,3,I have won a few awards for my stories and I have a few short stories printed. again my main achievement was the prize money and the really good reviews,48:32.9,3,gpt-4.1
671f93838d7481cd8a0d137d,1,I wrote music when I was in Jr High and my relatives still remember the songs I wrote to this day.,49:05.0,3,gpt-4.1
671f93838d7481cd8a0d137d,2,"I became a water color painter in my 60s by self-studying tutorials, and have been selling my paintings.",49:05.0,3,gpt-4.1
671f93838d7481cd8a0d137d,3,"I was given a technology full time position for two years at a large school district, with the task of designing a software system in conjunction with an outside programming company.  It was my job to evaluate the district's work flow and determine the needs of the software, oversee and test the software as it was being developed, and then train the staff.  I knew nothing about technology and there was no one to teach me, so I self-studied everything I could find on data base development and software in general for 3 months until my head was swimming.  Finally, it all clicked together, and I become highly visionary in terms of being able to see in my mind how the software would work, and exactly what the specifications needed to be.  My software was highly acclaimed, and I eventually was given a position as a product manager with the software company.  Pretty good for not having any formal technology training!!!",49:05.0,4,gpt-4.1
6613fbd97d84091e654e5ca6,1,I made a collage in college that I entered in the school art show. It ended up being chosen as a winner in the mixed media category. It was displayed in the english department.,53:26.5,4,gpt-4.1
6613fbd97d84091e654e5ca6,2,I wrote for my high school creative writing journal and submitted short stories and poetry. I know not a lot of people read them but it meant a lot to me the few people that did read it. It was the first time I really felt I was sharing my creative artistic side with people.,53:26.5,3,gpt-4.1
6613fbd97d84091e654e5ca6,3,In high school I made a character out of ceramic from a cartoon show. I was very proud how it came out and it really resembled the cartoon character. My art is usually abstract so I was very proud that I was able to make something realistic.,53:26.5,3,gpt-4.1
5c91658e319e1200014f6f9b,1,Thinking outside the box when putting together a complex deal for a client that nobody else could assist with.,30:14.7,4,gpt-4.1
5c91658e319e1200014f6f9b,2,Building a TV stand out of raw wood.,30:14.7,4,gpt-4.1
5c91658e319e1200014f6f9b,3,Developing Christmas cards using software and pictures.,30:14.7,3,gpt-4.1
65de3af8fcbc6ef9331bd863,1,"I was once given the lead role (the queen) in a school play. I was nervous and hadn't acted on stage before, but my teacher and peers thought I had done well enough in rehearsals and speaking well that they decided I would be the best choice.",59:19.2,3,gpt-4.1
65de3af8fcbc6ef9331bd863,2,"I designed and sold custom doll clothes for people online. I felt satisfaction in seeing my creations be not only liked, but people willing to pay for them.",59:19.2,2,gpt-4.1
65de3af8fcbc6ef9331bd863,3,"I did my own and multiple friends and family's interior decorating. They all loved how I did my own home, so they asked me to help with theirs as well, and it eventually turned into a side business. It was and is a passion of mine, so I would do it anyway, but to receive validation felt nice.",59:19.2,1,gpt-4.1
63cc90d2bed7edb18c3fd155,1,"I created and wrote in a blog for many many years. I didn't get huge traffic but that never mattered, I got to express myself and there were a few people who enjoyed what I wrote.",01:39.3,3,gpt-4.1
63cc90d2bed7edb18c3fd155,2,"I join NaNoWriMo nearly every year, and complete a novel every year. Nothing has been published but some of them have been read and appreciated.",01:39.3,6,gpt-4.1
63cc90d2bed7edb18c3fd155,3,"I used to write for a local spiritual newsletter, which had a dedicated local following. I had my own column.",01:39.3,5,gpt-4.1
663b52235d299050aeb29aca,1,"I wrote and shared a short story collection online, blending realistic and imaginative elements. The stories received positive feedback from readers, with several being shared widely in writing communities, which encouraged me to keep developing my storytelling skills.",07:23.8,4,gpt-4.1
663b52235d299050aeb29aca,2,"I designed and built a small app to organize personal tasks more efficiently. The app was shared with friends and colleagues and several people adopted it in their daily routines, praising its simplicity and usefulness.",07:23.8,4,gpt-4.1
663b52235d299050aeb29aca,3,"I built a custom wooden bookshelf from scratch for my home, designing it to fit a unique wall space. The project involved measuring, cutting and finishing the wood, and friends admired the craftsmanship and creativity in the design.",07:23.8,5,gpt-4.1
67f2b914d702155cbc0a3a2c,1,I bought an adult coloring book and filled all the pages. A friend saw it and said it was pretty. It felt good as I have very little talent in typical art.,16:39.5,3,gpt-4.1
67f2b914d702155cbc0a3a2c,2,My apartment is pretty small. I decorate it as best as I could. Friends that have come over remarked that they could do what I've done with the place.,16:39.5,5,gpt-4.1
67f2b914d702155cbc0a3a2c,3,I was put in charge of creating a photo montage for a friend's party. I didn't take the pictures myself but I got a lot of complement on how funny and touching the montage was.,16:39.5,4,gpt-4.1
69332055a26312923a56605b,1,"Published my finial year project and it was acknowledged by a top professional body, it gained a lot of recognition.",18:40.8,4,gpt-4.1
69332055a26312923a56605b,2,Turned my side hustle of fashion designing into a 6 figure online store within a year,18:40.8,3,gpt-4.1
69332055a26312923a56605b,3,"Organized a fashion show for my fashion brand in my community, it gained so much recognition that it became a yearly event and i got a few persons to partner with the brand",18:40.8,3,gpt-4.1
62911ef14fd68295d60ba83b,1,"My most important creative achievement was creating a website that generated high traffic at the time. I consider it a creative achievement because I built it from scratch without any prior knowledge, and according to user reviews, it was well-designed and aesthetically pleasing.",20:20.6,3,gpt-4.1
62911ef14fd68295d60ba83b,2,"The second achievement, more than an achievement, has been a succession of them. I am a sales manager, and my company has chosen me for three consecutive years as a motivational speaker for our employees, as my speeches have had a positive impact on team morale at the local and regional levels.",20:20.6,3,gpt-4.1
62911ef14fd68295d60ba83b,3,"The third achievement is the only piece of woodwork I have ever made. During a vacation, I built a cedar table that still stands in my mother's dining room. What makes this achievement remarkable is that I achieved it at the age of 12, when I was still learning carpentry.",20:20.6,3,gpt-4.1
695c6b4f435bc06369113b97,1,Created my own brand from scratch and had success with the company,28:38.2,4,gpt-4.1
695c6b4f435bc06369113b97,2,Sold out an art show,28:38.2,4,gpt-4.1
695c6b4f435bc06369113b97,3,Started painting decorative murals in clients homes while still in high school,28:38.2,4,gpt-4.1
6660ab8eeaa4f5e8a6a4d223,1,"I worked on a short novel for a creative writing class that I got really into and did a ton of extra revisions on with my professor, and by the end she was heavily encouraging me to submit it to our university's english event or whatever was going on but I politely declined. I still felt the end result was a huge achievement since this is the first story I ever spent so much time revising and actually had a clear beginning, middle and end.",34:30.5,2,gpt-4.1
6660ab8eeaa4f5e8a6a4d223,2,I taught my friend how to wire wrap crystals and was successfully able to show her to wrap a piece in a few hours and create something that looked great and was going to last a long time. I haven't wrapped myself in a long time so it was a huge achievement to still be able to pick it up and teach someone else a pattern.,34:30.5,3,gpt-4.1
6660ab8eeaa4f5e8a6a4d223,3,"I created my halloween costume this year without buying a single new piece, just by using things from my craft room and stuff around the house. It got a ton of compliments and was very popular at the party.",34:30.5,3,gpt-4.1
66971f1f9181bdc85972b84d,1,"Writing a song and singing it to a friend who claimed ""This sounds like it was a song on the radio"" and legitimately meant it because I hadn't told her prior I wrote it.",36:11.5,4,gpt-4.1
66971f1f9181bdc85972b84d,2,Drew a few things from memory and had it praised by an artist friend of mine who does regular commissions.,36:11.5,4,gpt-4.1
66971f1f9181bdc85972b84d,3,Actively was told that my singing voice was improving over years and years of practice. I may not have any definitive awards but I have gotten praise and encouragement thankfully.,36:11.5,4,gpt-4.1
656535cfb6e6bea3d8637deb,1,"I have been running a D&D campaign for almost 10 years. I have led my party through over 150 sessions, spanning hundreds of hours, to create a story that everyone is a part of and can enjoy. WE have all become the best of friends, and our weekly sessions are one of the things I look forward to the most. I cannot imagine not having them in my life.",41:51.7,2,gpt-4.1
656535cfb6e6bea3d8637deb,2,"I wrote some songs with my post-high school band, called Opression. Unfortunately, I had to leave the band, but they decided to perform one of the songs I wrote in a battle of the bands that was coming up. I said it was okay and later found out that my song had one first place. It was one of my proudest moments at the time.",41:51.7,5,gpt-4.1
656535cfb6e6bea3d8637deb,3,"When my mom was diagnosed with cancer, I crafted her a little light-up tree I made from things around the house, like string, hot glue, flock, and some fake flowers from the dollar store. It wasn't anything spectacular, but she loved it and kept it on her bedside in hospice. She said when she looked at it, it reminded her of how loved she had been. After she passed, I put the tree in a place of honor in my living room, where it still sits, lighting up the room, like she always did.",41:51.7,3,gpt-4.1
5b5e0e86902ad10001cfcc59,1,"When I was around 9 or 10 years old, I had a short story I wrote published in the school magazine. It may not seem much, but it meant a lot to me and it's the main thing that made me realise I definitely wanted to be a writer. I got a lot of praise for it and even at such a young age, I could tell how proud I felt of the achievement.",43:37.5,4,gpt-4.1
5b5e0e86902ad10001cfcc59,2,"I have also written various fan fiction stories online in the past 20 years or so. While it may not necessarily be seen as a real achievement, I feel like it was, because it encouraged me to continue writing, even when I felt like giving up. It also helped me because I got reviews from other readers and writers.",43:37.5,3,gpt-4.1
5b5e0e86902ad10001cfcc59,3,"This is another that may not seem much, but it meant a lot to me. I had a tweet that I posted in the last year get viewed by hundreds of thousands of people and considering I never used to get noticed on my social media, it made me feel quite good about myself and as it was quite a witty post, I felt like I'd genuinely entertained people with it.",43:37.5,4,gpt-4.1
5b98940f754b700001f0f15c,1,"I had a poem published in a book of poetry several years ago. It was a poem called ""The Rose"" and it was about how people look at the outside beauty and don't look on the inside.",45:54.3,5,gpt-4.1
5b98940f754b700001f0f15c,2,I won some awards through the years at the local county fair for entries. One year I entered a candle that I made that looked exactly like a soda that came from an old fashioned soda shop. Some of the other entries that I had were photography pictures.,45:54.3,3,gpt-4.1
5b98940f754b700001f0f15c,3,"I have helped to create scenery for birthday parties, and I have helped in my earlier years with Bible School classes.",45:54.3,3,gpt-4.1
5edeea354d54cb1a825aa8f9,1,A couple of months ago I led and designed an adaptive leadership program which got numerous positive feedbacks from our team and our organization as a whole. This interactive program helped in lifting our team morale 65% during a major reorg. this pioneer program helped developed key leaderships traits and helped integrating the existing system.,03:16.8,3,gpt-4.1
5edeea354d54cb1a825aa8f9,2,During DIY activities at home I tried to use bricks as modular insects hotels/thermal plant warmers for in-house and garden areas.,03:16.8,6,gpt-4.1
5edeea354d54cb1a825aa8f9,3,"Last month as a community member I organized mindfullness-integrated puzzle hikes, blending the meditation practices with outdoor challenges to celebrate milestones and deepen our community integration. This idea got so popular that now we use to practice this on every weekend sessions.",03:16.8,5,gpt-4.1
69136dffc23976053d4a4166,1,A creative achievement I created recently was a realistic nature landscape painting. I am very proud to share this painting with my loved one and to continue honing my skills to eventually sell my work.,13:18.5,4,gpt-4.1
69136dffc23976053d4a4166,2,"I was a part of a music school growing up and even sang at the Olympics. My greatest achievement, however, was learning to write my own songs. I have only completed a couple, but they are very meaningful to me.",13:18.5,3,gpt-4.1
69136dffc23976053d4a4166,3,I won a large university scholarship from writing a poignant essay during my studies.,13:18.5,3,gpt-4.1
669424e6b661e0a098ec66a4,1,"I use my bad habit of wine drinking and save my corks to make crafts, I mainly do Christmas crafts like make wreaths or trees and intertwine lights in-between the corks and the POP!",26:53.9,5,gpt-4.1
669424e6b661e0a098ec66a4,2,"I make musical compositions with a program called FLStudio and I'm not very good at it at all, But I enjoy it regardless, sometimes I stay up until the sun rises just making beats and I've made over 10-15 of them, it is so fun for me. I wish I had more time to do it.",26:53.9,4,gpt-4.1
669424e6b661e0a098ec66a4,3,"I like to cook and as I get older the better I seem to get, I have specifically gotten better at making omelet's in the last few months, I know the right temp to cook them, when to flip them, added ingredients to use, What to garnish the plate with avocado, salsa, etc.",26:53.9,4,gpt-4.1
609a3eb31cacec1cad4b9448,1,"I Wrote a poem about the weather in school, which at the time was part of a competition to be published. My peom was chosen to be published in a book out of 200 other poems.",26:54.0,3,gpt-4.1
609a3eb31cacec1cad4b9448,2,Creative design aware for entertain at a award ceremony celebrating the hard work from the previous years workers,26:54.0,999,gpt-4.1
609a3eb31cacec1cad4b9448,3,"Award for best set design, i created for a stage production. This was a community aware ceremony, out of 140 other options.",26:54.0,999,gpt-4.1
56e225c2ec0fdd000641e72d,1,"When I was in high school art class, I painted a mural that was large and put on display on one of the walls of my high school. It was of a field of sunflowers with our local lake in the background. I had many people complement me on my mural.",31:43.8,999,gpt-4.1
56e225c2ec0fdd000641e72d,2,"I like to knit and made a nice sweater for my mom with very soft angora wool. It was a Christmas gift and it came out well, she really enjoyed it.",31:43.8,5,gpt-4.1
56e225c2ec0fdd000641e72d,3,"I gave a presentation at a scientific meeting last year based on one of my work projects. I described my methods, results and conclusions and it was well received by the audience.",31:43.8,3,gpt-4.1
607a7b7d300ce256f51706bd,1,"Found the use of scrap metal that was lying around near the school. I have experience in welding and wanted to raise money for the school to fund the welding class since the budget was getting cut, and the welding class was the first choice to get rid of.  I decided to make little critters or metal artwork. A person saw my metal artwork and asked if they could purchase it so they could use it as a yard decoration.  That's when it popped into my head, I could raise money for the school to save the welding class. So that's what I did over the period of three months in my free time. I came to my welding teacher and principal and gave them the money I raised by creating metal artwork. They were surprised and impressed because of my determination to save the welding class from getting removed. I was acknowledged during a school event, and everyone congratulated me and commented on how much they loved the artwork I created from welding scrap metal.",34:36.4,5,gpt-4.1
607a7b7d300ce256f51706bd,2,"Back when social media like Myspace was still popular, I used to fiddle around with custom designing my page with the use of HTML coding.  I was somewhat proficient�in creating my unique custom layout for my Myspace page. Others online took notice and wanted me to create something personalized for them as well. It didn't take long before it seemed everyone wanted me to help create a personalized layout page for their Myspace page. People offered me money, and it helped fund my other creative ideas, like learning more coding to implement more than design, but music audio embedded into the page that had specific commands to play different audio files when someone visited their Myspace page.",34:36.4,5,gpt-4.1
607a7b7d300ce256f51706bd,3,"I'm not the most up-to-date fashion person, but I do love to find clothes that I find trendy from a hometown thrift store that I shopped at a lot. I knew the store owner personally, and�we had a close customer and business owner relationship. One day, I found out that they were going to close soon because of a lack of business, and they couldn't afford to keep the thrift store open. The owner was nice and gave me a ton of retro-style clothes that I found stylish. I created a unique outfit that I felt matched my persona, and close friends commented on how much they liked my taste in clothes. They liked my outfit so much that they kept asking where I get my threads from. I told them that, unfortunately, the place I got it from was about to close because of no business. They begged me to show them the store, and I did. Luckily, the owner was there and let us in.  My friends explored the thrift store, grabbing many items of clothing they found appealing. This is when it clicked in my head: maybe I can help save the store by modeling the clothing. I ran the idea by the owner, and they thought about it and were hesitant. When my friends came to the counter with two carts of clothes, that's when the manager smiled at me and gave it a shot.  Of course, this wasn't an overnight thing, but wearing the retro-style clothes appealed to people when I was walking by or when they saw me in public. I recommend the thrift store�to everyone who has asked me where they could purchase something similar. I became sort of like a trend setter, which I found amusing personally. It didn't take too long before the thrift store gained traction and started getting an influx of customers wanting to purchase clothes. The owner was now glad and gave me appreciation and wanted to offer me compensation for helping save their business. I declined any compensation and told them that I was glad to save a store that I love shopping at. To this day, the owner still recognizes me and offers me discounts for thinking of a creative idea to help save their business.",34:36.4,999,gpt-4.1
63d42c21dc6f4d60e34cc337,1,N/A,35:08.7,2,gpt-4.1
63d42c21dc6f4d60e34cc337,2,N/A,35:08.7,5,gpt-4.1
63d42c21dc6f4d60e34cc337,3,N/A,35:08.7,2,gpt-4.1
66d4407f31981698998d25d8,1,"My master's dissertation was marked as the highest-scoring work in my cohort. This was a huge achievement because I put in a lot of effort and creativity into the work. My supervisor was impressed, and we are now working together to publish the work.",35:18.3,3,gpt-4.1
66d4407f31981698998d25d8,2,"I personally designed and retrofitted my kitchen. The work was so amazing and showcased my creativity, so much so that visitors always wonder how I was able to do it without prior interior design experience.",35:18.3,3,gpt-4.1
66d4407f31981698998d25d8,3,"I conceived and implemented a project that automated a specific aspect of our manufacturing process. My superiors were so impressed that they are now conceiving a project that could automate the entire factory, with me as the team lead.",35:18.3,999,gpt-4.1
6551469abe377d3646c6cd6e,1,Getting a degree in criminology and being celebrated for it,36:12.8,5,gpt-4.1
6551469abe377d3646c6cd6e,2,passing a job interview for the police by  being creative,36:12.8,2,gpt-4.1
6551469abe377d3646c6cd6e,3,saved my family a lot of money by claiming different warranties that they did not know of,36:12.8,2,gpt-4.1
64c9892e8e7e06812b775c0c,1,"Created gift baskets (within a very strict budget) for top customers at work. I managed to spend $20/basket and the recipients were very appreciative, with mentions of specific items that were received and enjoyed in thanks yous.",36:52.8,3,gpt-4.1
64c9892e8e7e06812b775c0c,2,"Hand wrote addresses on holiday cards sent out to top clients, in actual handwriting, got a ton of notices on that since people are not used to seeing handwriting anymore not seeing people put an effort in to hand write addressed, when it is much easier to print out labels from a database. I got thank yous and just acknowledges of the effort put in (comments on not seeing handwriting in decades).",36:52.8,4,gpt-4.1
64c9892e8e7e06812b775c0c,3,"Did a ""photo wall"" for a milestone anniversary, with a humorous slant with personal jokes that could be recognized by people who know and shared as stories for people who had not heard about. Was a successful piece as a lot of laughs were had and stories were shared.",36:52.8,4,gpt-4.1
5bca67940f10750001d75f9f,1,I had a piece of poetry submitted into a collection of poems. I was given copies that I gave to my family and they seemed very happy for me.,38:49.0,3,gpt-4.1
5bca67940f10750001d75f9f,2,I graduated college as a first-generation college student.,38:49.0,3,gpt-4.1
5bca67940f10750001d75f9f,3,I obtained my UX Design Certification.,38:49.0,3,gpt-4.1
66b4c93eba2cec5de17809,1,"Turning my house into a home through not only decorations, but making it a peaceful environment for my pets.",30:22.1,3,gpt-4.1
66b4c93eba2cec5de17809,2,Saved a very young foster kitten who didn't have a recognizable pulse in the morning and was laying limp by giving him simple syrup. He sprang back to life and was full of energy for the coming weeks until he was adopted.,30:22.1,3,gpt-4.1
66b4c93eba2cec5de17809,3,I'm creative with my style. I can turn a collection of clothes that I wouldn't want to wear anymore into something stylish.,30:22.1,3,gpt-4.1
62b44f66a16d45783569fad6,1,I managed to get a poem published in an anthology of poems from the region I'm from. All amateur and no prizes other than the poem being in the book.,43:57.8,999,gpt-4.1
62b44f66a16d45783569fad6,2,I've performed on stage in a local Town Hall as part of an Orchestra (I played the Violin) to around 800 people. It was a local group.,43:57.8,2,gpt-4.1
62b44f66a16d45783569fad6,3,"I tried a local standup comedy open mic event at a large pub in a nearby town. It was a competition, which i did not win, but I still felt it was an achievement as comedy is outside my comfort zone. There were about 20 people who gave it a go with an audience that varied between about 40-50.",43:57.8,1,gpt-4.1
6584589847e4652b2516d4b3,1,researched and purchased materials to construct and decorate a simple backyard vegetable garden,46:00.5,3,gpt-4.1
6584589847e4652b2516d4b3,2,experimented with different ingredients and new sauces and cooking without recipes,46:00.5,4,gpt-4.1
6584589847e4652b2516d4b3,3,researched and completed small DIY projects around the house,46:00.5,4,gpt-4.1
694f357ffcfc4439fcc9545d,1,so im a trucker and ive had to get creative a couple of ways but this one time i had a air leak and the air leak would stop the brakes on the truck and i was about 5miles away from a shop that could fix it.  but who want to call a tow truck and pay extra so i decide i could cut the area where the air leak was coming from and use a pen casing to be the barrel and allow are to come threw then i tape it on both ends and was able to get good air so it would release the air brakes. and drive to the shop. definitely the most innovative thing ive done,46:57.8,3,gpt-4.1
694f357ffcfc4439fcc9545d,2,when i was juggling 5 bowling pins on my very first attempt last like 15sec. i had my friends wowed,46:57.8,2,gpt-4.1
694f357ffcfc4439fcc9545d,3,not creative but i actually saved someone life before we were swimming and i decided to dive and see how far i could get it  was like 20 feet deep and remember saying that i wanted to see how cllose i was to the bottom and i so happen to see in the corner of my googles somebody struggling and immediately felt a rush to go and save him. it felt like i had a new breath of fresh air. and i happen to get him and we had to do cpr and we manage to bring him back. i always think what wouldve happen had i went to the surface to get air first. regardless me and him are best friends now. 2nd best achievement,46:57.8,4,gpt-4.1
6100372e3a116cb5cb36ebea,1,"I once wrote a song; I was in love at the time and just let my feelings flow. I still think the lyrics are good, and maybe someday I'll get around to recording it.",48:48.8,3,gpt-4.1
6100372e3a116cb5cb36ebea,2,"From a young age I've had a talent for drawing, specifically for making funny caricatures of people.",48:48.8,4,gpt-4.1
6100372e3a116cb5cb36ebea,3,Christmas decorations are my specialty; every December I strive to decorate in a unique way that stands out in my neighborhood.,48:48.8,3,gpt-4.1
5b735a4c3503c60001a891b7,1,I once got a story published after placing in a competition for a website.,02:28.5,3,gpt-4.1
5b735a4c3503c60001a891b7,2,Had two paintings commissions after gifting one.,02:28.5,3,gpt-4.1
5b735a4c3503c60001a891b7,3,Got upvoted a lot for making a particular fanart piece in a video game subreddit.,02:28.5,999,gpt-4.1
65076318d067065e1257a025,1,Made a bracelet using embroidery thread that looked like strawberries. It was well received by my family.,05:46.6,999,gpt-4.1
65076318d067065e1257a025,2,Planned a creative art event for my university cultural club. The event was well received.,05:46.6,2,gpt-4.1
65076318d067065e1257a025,3,Came up with an art project to do using recycled egg cartons with children between 6-11. It was well received by the children and coordinators alike.,05:46.6,5,gpt-4.1
6682fb350787f54e89d4001b,1,"I designed multiple branding and UI projects as part of my Graphic Design program including interface concepts and poster designs. One major project was creating a fictional VR operating system interface where I had to develop layouts, typography setup and systems, and obvious use of visual hierarchy using figma. My work was reviewed by instructors and classmates and praised for how clean, simple and aesthetic the design was.",15:48.0,5,gpt-4.1
6682fb350787f54e89d4001b,2,"I create poems to express emotions and personal experiences in a creative way. My poetry focuses on my feelings, relationships, and inner thoughts and has been shared informally with others. This is meaningful to me because it helps me communicate emotions in a way that feels honest to me.",15:48.0,4,gpt-4.1
6682fb350787f54e89d4001b,3,"I usually sketch as part of my creative process for graphic design projects, and these are used to explain and explore ideas, layouts, and visual concepts before going into any digital work. This practice helps me develop stronger concepts and has contributed to more thoughtful and polished designs, which makes it important to my creative work.",15:48.0,4,gpt-4.1
666aef80f189d775a0f2554e,1,My first achievement in my life when i was first major achievement in life came when I proudly earned a spot on the Under-18 cricket team. This milestone not only showcased my dedication and passion for the sport but also ignited a deep sense of pride and excitement within me. In the Under18 cricket team,16:04.3,4,gpt-4.1
666aef80f189d775a0f2554e,2,"My second achievement was when I passed the secondary with a first-class degree. My second significant achievement was earning a first-class degree in my secondary education, a milestone that filled me with pride and motivation for future successes.",16:04.3,6,gpt-4.1
666aef80f189d775a0f2554e,3,"my third achievement was when i got my preferred jobMy third achievement was confidently securing my ideal job, a milestone that truly reflects my dedication and passion.",16:04.3,4,gpt-4.1
6653e566a1dd567008582c28,1,Received many academic awards while in school,16:24.1,2,gpt-4.1
6653e566a1dd567008582c28,2,Edited a scientific journal,16:24.1,4,gpt-4.1
6653e566a1dd567008582c28,3,Won an art contest,16:24.1,3,gpt-4.1
69458f2aa5309848951f9026,1,Published poem in local magazine and many people saw,24:11.1,3,gpt-4.1
69458f2aa5309848951f9026,2,Dancing for a prima ballerina at 13 in New York City for her showcase,24:11.1,3,gpt-4.1
69458f2aa5309848951f9026,3,Wrote my own book in high schools and published it,24:11.1,3,gpt-4.1
66e7a809808daaac1a79dd40,1,I wrote a paper that wn awards on the exile of the acadians. I had to write a 10 page paper that won a few awards.,24:29.4,3,gpt-4.1
66e7a809808daaac1a79dd40,2,I have sold and won at craft shows a few different wraths that people get excited for,24:29.4,4,gpt-4.1
66e7a809808daaac1a79dd40,3,I love using cooking to be creative and I have gone though a few different cook books,24:29.4,3,gpt-4.1
636d39168fe0bc0570ee8da0,1,"I designed and constructed a 10 meters square zen garden in an allotment site. The garden incorporates the sensory elements of Japanese garden design, involving sound, shape, and colour as well as growing areas, as it is in an allotment site. It is an ongoing project, and receives a fair amount of praise and attention from other gardeners, as well as regularly winning our yearly trophy for best plot.",26:35.2,5,gpt-4.1
636d39168fe0bc0570ee8da0,2,"I attended art school for fine art when I was younger, and although I do not work in the field, I regularly make paintings, sculptures, drawings, and various creative projects. For this reason, it is quite difficult to pick one out as being superior to all the others. At the moment, I have an increasing interest in quite traditional landscape art, drawings of plants and trees etc, and so I could say that my current sketchbook is the one I am most interested in and proud of, although it is fairly private and not subject to critical acclaim or anything like that.",26:35.2,4,gpt-4.1
636d39168fe0bc0570ee8da0,3,"I play some musical instruments and make DJ mixes. One particular recorded mix I made for my wife a few years ago I am quite proud of, and I have now practiced and repeated this mix quite a few times in rooms of friends or parties, and it is always very well received. Like all DJ mixes, this one is a journey, a blend of rhythms and atmospheres, but I think my unique and some might say eccentric taste set this mix apart from most.",26:35.2,4,gpt-4.1
69416ab139b4b8d585aa4848,1,"I learned to crochet finally, after 10ish years of attempting and giving up. Not 10 years in a row, but on and off with large gaps. This was just for hobby.",27:08.8,5,gpt-4.1
69416ab139b4b8d585aa4848,2,"After I learned to crochet, I made my nephew, who was still in the womb, a blanket. I love my family and making them things always makes me happy. This was just for hobby.",27:08.8,5,gpt-4.1
69416ab139b4b8d585aa4848,3,"I recently made a sun catcher. It was not nearly as difficult as I expected, and I finished it in a day. This was just for hobby, overall I do not have any professional works. When I was little, a picture I had drawn got put up in an art show for kids, but that was it.",27:08.8,3,gpt-4.1
6101f4093ed452ae3b6d5ab9,1,My photographs were chosen to be showcased in an exhibition that demonstrates a year's worth of art in the visual art department.,31:44.3,2,gpt-4.1
6101f4093ed452ae3b6d5ab9,2,I was asked to photograph a talk by one of my favorite comedians.,31:44.3,3,gpt-4.1
6101f4093ed452ae3b6d5ab9,3,I was asked to tour with one of my favorite artists to photograph a few shows.,31:44.3,4,gpt-4.1
612adba08b8235b31539c704,1,"I created a 15 page digital brochure for our entertainment a catering offerings to share with clients. This brochure has always been done in the same way previously and no one bothered to make changes to it or redesign it completely, only item names and prices were changed. I made it a lot more interactive, hired a photographer to shoot original images I can work with, made it into a digital flipbook for presentations and added both our companies and my own ""flavour"" to it. The client loved it.",31:47.0,5,gpt-4.1
612adba08b8235b31539c704,2,"I have always loved jigsaw puzzles as a kid but didn't own any as an adult. One day my husband came home with an extremely difficult puzzle as a joke, saying if I can do this, he will buy me whatever I ask for. Although that sounded very tempting, I really wanted to do it for my own sense of accomplishment. It took me 2 weeks, I even took a day off to finish it on the last day but I did it! I took some photos and shared it on social media and it got a LOT of likes and comments, I was very proud. Since then I probably done about 50 puzzles and I have just signed up for the annual jigsaw puzzle competition. I can now finish a 1000 piece puzzle in under 4 hours.",31:47.0,3,gpt-4.1
612adba08b8235b31539c704,3,"When I was younger, I had a beauty blog, I loved doing my makeup, review products, take pictures and share them online. This was well before influencers even existed. Someone from Cosmopolitan magazine had found my blog and reached out to me - they wanted to work with me. I had a photo shoot, they featured me on the website and in the magazine and asked me to have a weekly beauty post as well. I was 18 at the time so this was HUGE for me.",31:47.0,4,gpt-4.1
67777187e7ba2f3ced22e601,1,earned my cdl,33:17.2,999,gpt-4.1
67777187e7ba2f3ced22e601,2,built a shed,33:17.2,2,gpt-4.1
67777187e7ba2f3ced22e601,3,fixed a car motor,33:17.2,1,gpt-4.1
66faa830ac165a79e559da2a,1,"Created and alliteratively refined a series of original micro fiction pieces on everyday objects, such as ""the strong wind is a thief rifling through treetops for forgotten secrets."" Shared in real-time creative sessions, these hobby accomplishments showcase poetic innovation with potential for publication in short story competitions.",38:14.6,1,gpt-4.1
66faa830ac165a79e559da2a,2,"Planned and drafted ""Dear Young Gangster,"" a book offering practical tools for young prisoners rebuilding their lives. This creative project blends reform advocacy with actionable guidance, discussed for Amazon publication and broad impact on prison reform.",38:14.6,3,gpt-4.1
66faa830ac165a79e559da2a,3,"Developed a comprehensive two-year municipal climate adaptation strategy for a mid-sized Dutch municipality of approximately 75,000 residents. This professional achievement aligned with national frameworks like the Dutch Delta Programme, involving stress tests, risk dialogues, and high-impact measures for flooding, heat, and drought�gaining supervisor and council approval for its funding-blended, transparent approach",38:14.6,3,gpt-4.1
5ef3bdbee9ae7a16241451c1,1,Wrote a song when i was 19 for a friend who died. The song was sung by a another friend at the memorial.,47:43.1,4,gpt-4.1
5ef3bdbee9ae7a16241451c1,2,I have won several Trophys playing Rugby League,47:43.1,4,gpt-4.1
5ef3bdbee9ae7a16241451c1,3,NA,47:43.1,2,gpt-4.1
662973533159df515afdd606,1,I created a cat room for a bunch of strays I took in. This was just for us.,00:58.0,4,gpt-4.1
662973533159df515afdd606,2,I created cat toys out of several found objects. This was just for us.,00:58.0,4,gpt-4.1
662973533159df515afdd606,3,I made up a lullaby to sing to the cats. This was just for us.,00:58.0,5,gpt-4.1
694afcabf04cdd6752673eea,1,"Getting awards in school for drawings I made from art class, the teacher and students loved the drawings.",01:04.6,3,gpt-4.1
