_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity
<django.db.models.base.ModelState object at 0x7f23d26f6740>,64568,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,29,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,putting a premium on cars ,Submitted,5,Design Problems,120,0,2026-01-07 22:46:36.507994+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,putting a premium on cars,15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d26f71f0>,64587,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,12,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a pen that would automatically have information that could be retained (such as a pen writing on a calendar but then it would automatically update a schdule,Submitted,27,Design Problems,120,0,2026-01-07 22:47:09.689455+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a pen that would automatically have information that could be retained (such as a pen writing on a calendar but then it would automatically update a schdule,35.0,22.0,15.0,,
<django.db.models.base.ModelState object at 0x7f23d26f7280>,64588,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,13,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a recording device inside a watch or eyeglasses that would record and transcribe upon command so that you could generate lists or calendar entries with your voice,Submitted,27,Design Problems,120,0,2026-01-07 22:47:09.692626+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a recording device inside a watch or eyeglasses that would record and transcribe upon command so that you could generate lists or calendar entries with your voice,25.0,28.0,30.0,,
<django.db.models.base.ModelState object at 0x7f23d26f7310>,64589,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,14,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"a watch or glasses that would take pictures or photos of items such as contents of the refrigerator, and use AI to generate new shopping lists based on what is missing from the fridge or cubboards",Submitted,36,Design Problems,120,0,2026-01-07 22:47:09.695749+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"a watch or glasses that would take pictures or photos of items such as contents of the refrigerator, and use AI to generate new shopping lists based on what is missing from the fridge or cubboards",35.0,32.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d26f73a0>,64590,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,15,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,ai generated pill reminders,Submitted,4,Design Problems,120,0,2026-01-07 22:47:09.698643+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,ai generated pill reminders,15.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d26f7d30>,64607,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,1,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,"A weather control sustem that will stimulate rain, then a water filtering system that will filter that water and make it safe for drinking.",Submitted,24,Design Problems,120,0,2026-01-07 22:47:28.774203+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,"A weather control sustem that will stimulate rain, then a water filtering system that will filter that water and make it safe for drinking.",25.0,18.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d26f7dc0>,64608,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,2,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,A machine that can turn moisture in the air to clean water,Submitted,12,Design Problems,120,0,2026-01-07 22:47:28.777390+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,A machine that can turn moisture in the air to clean water,30.0,38.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d2704280>,64616,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,43,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,chair lifts,Submitted,2,Design Problems,120,0,2026-01-07 22:47:41.896426+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,chair lifts,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2704310>,64617,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,44,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,family and friends to aid going up and down,Submitted,9,Design Problems,120,0,2026-01-07 22:47:41.899438+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,family and friends to aid going up and down,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27043a0>,64618,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,45,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,mobility aids such as walkers ,Submitted,5,Design Problems,120,0,2026-01-07 22:47:41.902336+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,mobility aids such as walkers,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2704430>,64619,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,46,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,custom built lifts,Submitted,3,Design Problems,120,0,2026-01-07 22:47:41.905193+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,custom built lifts,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27044c0>,64620,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,47,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,low speed slides for going down ,Submitted,6,Design Problems,120,0,2026-01-07 22:47:41.908024+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,low speed slides for going down,30.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2704550>,64621,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,48,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,step boxes to make the steps not so high,Submitted,9,Design Problems,120,0,2026-01-07 22:47:41.910869+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,step boxes to make the steps not so high,20.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27049d0>,64629,rebeaty,7H4H7DwVobsViprPNEB4jm,6951dc0e3bdca9185a3420a1,83,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,cashback to people who turn to natural energy,Submitted,8,Design Problems,120,0,2026-01-07 22:47:49.893041+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,cashback to people who turn to natural energy,15.0,22.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2704a60>,64630,rebeaty,7H4H7DwVobsViprPNEB4jm,6951dc0e3bdca9185a3420a1,84,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,houses will get free solar panel upgrades,Submitted,7,Design Problems,120,0,2026-01-07 22:47:49.896107+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,houses will get free solar panel upgrades,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2704af0>,64631,rebeaty,7H4H7DwVobsViprPNEB4jm,6951dc0e3bdca9185a3420a1,85,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,top leaders create a committee to pool together ideas ,Submitted,9,Design Problems,120,1,2026-01-07 22:47:49.899022+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,top leaders create a committee to pool together ideas,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2705750>,64653,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,31,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,keep lists ,Submitted,2,Design Problems,120,0,2026-01-07 22:48:55.482732+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,keep lists,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27057e0>,64654,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,32,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,encourage use of note pads,Submitted,5,Design Problems,120,0,2026-01-07 22:48:55.485774+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,encourage use of note pads,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2705870>,64655,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,33,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,learn mnemonics and songs to help remember ,Submitted,7,Design Problems,120,0,2026-01-07 22:48:55.488669+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,learn mnemonics and songs to help remember,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2705900>,64656,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,34,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,set reminders ,Submitted,2,Design Problems,120,0,2026-01-07 22:48:55.491562+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,set reminders,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2705990>,64657,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,35,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,rely on family to help,Submitted,5,Design Problems,120,0,2026-01-07 22:48:55.494429+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,rely on family to help,10.0,12.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2706050>,64669,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,17,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,have personal pods that would elevate above ground and people could fly over congested areas and then drop off their pod at pod parking lots,Submitted,25,Design Problems,120,0,2026-01-07 22:49:14.850865+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,have personal pods that would elevate above ground and people could fly over congested areas and then drop off their pod at pod parking lots,30.0,38.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d27060e0>,64670,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,18,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"allow time ranges for people from different geographical areas to enter and leave congested areas, similar to bus route pick ups and drop offs for schools",Submitted,26,Design Problems,120,0,2026-01-07 22:49:14.853920+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"allow time ranges for people from different geographical areas to enter and leave congested areas, similar to bus route pick ups and drop offs for schools",30.0,28.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2706170>,64671,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,19,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"create underground routes to supplement on street traffic, similar to subways except cars could drive and park underground",Submitted,18,Design Problems,120,0,2026-01-07 22:49:14.856835+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"create underground routes to supplement on street traffic, similar to subways except cars could drive and park underground",20.0,28.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d2706200>,64672,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,20,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,create additional routes around cities and require alternating routes for individuals based on their location or ,Time Limit Hit,16,Design Problems,120,0,2026-01-07 22:49:14.859733+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,create additional routes around cities and require alternating routes for individuals based on their location or,15.0,22.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d2706a70>,64687,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,50,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,using the sun to power traffic lights and street lighting ,Submitted,10,Design Problems,120,0,2026-01-07 22:49:46.637003+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,using the sun to power traffic lights and street lighting,15.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2706b00>,64688,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,51,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,using water to generate enegy ,Submitted,5,Design Problems,120,0,2026-01-07 22:49:46.640252+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,using water to generate enegy,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2706b90>,64689,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,52,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,using the power of the sun for power,Submitted,8,Design Problems,120,0,2026-01-07 22:49:46.643410+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,using the power of the sun for power,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2706c20>,64690,rebeaty,7H4H7DwVobsViprPNEB4jm,5ec28db2622c500632dc95bc,53,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,using food waste to power buses,Submitted,6,Design Problems,120,0,2026-01-07 22:49:46.646495+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,using food waste to power buses,30.0,38.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d2707490>,64705,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,4,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A microchip directly implanted in the memory area of the brain that will receive prewritten messages that serve as reminders,Submitted,20,Design Problems,120,0,2026-01-07 22:49:55.087993+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A microchip directly implanted in the memory area of the brain that will receive prewritten messages that serve as reminders,30.0,28.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d2707520>,64706,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,5,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A pill that once ta,Time Limit Hit,5,Design Problems,120,0,2026-01-07 22:49:55.091209+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A pill that once ta,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714130>,64727,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,31,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,rock climbing harness,Submitted,3,Design Problems,120,0,2026-01-07 22:50:10.781859+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,rock climbing harness,25.0,35.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27141c0>,64728,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,32,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,slide option down,Submitted,3,Design Problems,120,0,2026-01-07 22:50:10.785078+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,slide option down,20.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714250>,64729,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,33,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,ramp extension,Submitted,2,Design Problems,120,0,2026-01-07 22:50:10.788180+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,ramp extension,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714640>,64736,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,57,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,widen roads,Submitted,2,Design Problems,120,0,2026-01-07 22:50:33.766510+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,widen roads,10.0,12.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27146d0>,64737,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,58,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,make cars fly,Submitted,3,Design Problems,120,0,2026-01-07 22:50:33.769721+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,make cars fly,15.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714760>,64738,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,59,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more convenient and cheaper busses,Submitted,5,Design Problems,120,0,2026-01-07 22:50:33.772804+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more convenient and cheaper busses,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27147f0>,64739,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,60,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,moving sidewalks,Submitted,2,Design Problems,120,0,2026-01-07 22:50:33.775739+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,moving sidewalks,30.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714880>,64740,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,61,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,better subways,Submitted,2,Design Problems,120,0,2026-01-07 22:50:33.778627+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,better subways,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714910>,64741,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,62,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more walkable areas,Submitted,3,Design Problems,120,0,2026-01-07 22:50:33.781497+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more walkable areas,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714ac0>,64744,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,37,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,have railings at every staircase no matter where,Submitted,8,Design Problems,120,0,2026-01-07 22:51:00.702539+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,have railings at every staircase no matter where,10.0,12.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714b50>,64745,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,38,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,provide escalators if there is space and budget ,Submitted,8,Design Problems,120,0,2026-01-07 22:51:00.705631+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,provide escalators if there is space and budget,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714be0>,64746,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,39,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,provide elevators ,Submitted,2,Design Problems,120,0,2026-01-07 22:51:00.708569+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,provide elevators,10.0,12.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714c70>,64747,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,40,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,use canes ,Submitted,2,Design Problems,120,0,2026-01-07 22:51:00.711472+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,use canes,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2714d00>,64748,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,41,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,place neon strips of color so the stairs are visible at all times ,Submitted,13,Design Problems,120,0,2026-01-07 22:51:00.714354+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,place neon strips of color so the stairs are visible at all times,15.0,18.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d2714d90>,64749,rebeaty,7H4H7DwVobsViprPNEB4jm,668f0aa2dc96efe3c92449c9,42,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,increase lighting around stairs,Submitted,4,Design Problems,120,0,2026-01-07 22:51:00.717245+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,increase lighting around stairs,10.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2715690>,64765,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,21,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,"create pipelines to tunnel ice melt off from mountains and instead of flowing to rivers, a small percentage would be piped regionally to areas without access to clean water",Submitted,29,Design Problems,120,0,2026-01-07 22:51:20.519523+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,"create pipelines to tunnel ice melt off from mountains and instead of flowing to rivers, a small percentage would be piped regionally to areas without access to clean water",25.0,28.0,35.0,,
<django.db.models.base.ModelState object at 0x7f23d2715720>,64766,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,22,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,improve desalinization methods so that ocean water could become potable and then pipe it to needed cities in the Western US or other arid areas with high populations,Submitted,28,Design Problems,120,0,2026-01-07 22:51:20.522577+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,improve desalinization methods so that ocean water could become potable and then pipe it to needed cities in the Western US or other arid areas with high populations,20.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d27157b0>,64767,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,23,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,create collectors atop of roofs that would filter rain water and store it for use by each home,Submitted,18,Design Problems,120,0,2026-01-07 22:51:20.525492+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,create collectors atop of roofs that would filter rain water and store it for use by each home,20.0,22.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2715840>,64768,rebeaty,7H4H7DwVobsViprPNEB4jm,671f93838d7481cd8a0d137d,24,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,create sticks that can be used to filter unpotable water,Submitted,10,Design Problems,120,0,2026-01-07 22:51:20.528369+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,create sticks that can be used to filter unpotable water,25.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716800>,64796,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,6,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Cars that can fly. Cars in the air means less cars on the ground,Submitted,14,Design Problems,120,0,2026-01-07 22:52:00.176409+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Cars that can fly. Cars in the air means less cars on the ground,15.0,25.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716890>,64797,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,7,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Staggered work hours so that not everyone is rushing to get to the office at the same time.,Submitted,18,Design Problems,120,0,2026-01-07 22:52:00.179442+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Staggered work hours so that not everyone is rushing to get to the office at the same time.,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716920>,64798,rebeaty,7H4H7DwVobsViprPNEB4jm,67f2b914d702155cbc0a3a2c,8,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Luxury buses to encourage people to use public transport which means less cars on the road,Submitted,16,Design Problems,120,0,2026-01-07 22:52:00.182365+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Luxury buses to encourage people to use public transport which means less cars on the road,20.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716c80>,64804,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,35,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,bridges,Submitted,1,Design Problems,120,0,2026-01-07 22:52:14.659006+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,bridges,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716d10>,64805,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,36,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,flyovers,Submitted,1,Design Problems,120,0,2026-01-07 22:52:14.662275+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,flyovers,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716da0>,64806,rebeaty,7H4H7DwVobsViprPNEB4jm,6785704c3b1ab8813a4958b0,37,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,tunnel systems,Submitted,2,Design Problems,120,0,2026-01-07 22:52:14.665454+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,tunnel systems,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716ec0>,64808,rebeaty,7H4H7DwVobsViprPNEB4jm,6020b4d4010b8e6e89d1a6a0,45,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,"Rainwater harvesting systems with simple gutters, storage tanks, and first-flush filters for villages.Por",Submitted,15,Design Problems,120,0,2026-01-07 22:52:17.253965+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,"Rainwater harvesting systems with simple gutters, storage tanks, and first-flush filters for villages.Por",20.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2716f50>,64809,rebeaty,7H4H7DwVobsViprPNEB4jm,6020b4d4010b8e6e89d1a6a0,46,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,"able hand-pump filters built from low-cost, locally available materials like clay, sand, and charcoal",Submitted,16,Design Problems,120,0,2026-01-07 22:52:17.257171+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,"able hand-pump filters built from low-cost, locally available materials like clay, sand, and charcoal",25.0,28.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2716fe0>,64810,rebeaty,7H4H7DwVobsViprPNEB4jm,6020b4d4010b8e6e89d1a6a0,47,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,Floating water collection mats for rivers or lakes that filter and store water directly.Gravi,Submitted,15,Design Problems,120,0,2026-01-07 22:52:17.260256+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,Floating water collection mats for rivers or lakes that filter and store water directly.Gravi,35.0,28.0,42.0,,
<django.db.models.base.ModelState object at 0x7f23d2717070>,64811,rebeaty,7H4H7DwVobsViprPNEB4jm,6020b4d4010b8e6e89d1a6a0,48,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,ty-fed filtration towers that can be set up on hillsides using natural slope for fl,Time Limit Hit,16,Design Problems,120,0,2026-01-07 22:52:17.263227+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,ty-fed filtration towers that can be set up on hillsides using natural slope for fl,20.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2717580>,64820,rebeaty,7H4H7DwVobsViprPNEB4jm,63cc90d2bed7edb18c3fd155,64,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,increase jobs in renewable energy,Submitted,5,Design Problems,120,0,2026-01-07 22:52:39.812472+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,increase jobs in renewable energy,15.0,15.0,10.0,,
